w_value,epoch,iter,loss0,reg,loss,acc,srpq
0.256,14,2,0.099871,0.143879,0.243749,0.964111,8.659930e-01
0.256,14,3,0.101241,0.143776,0.245017,0.958631,8.660815e-01
0.256,15,1,0.099261,0.143411,0.242672,0.961182,8.663983e-01
0.256,15,2,0.099765,0.143512,0.243278,0.962402,8.663100e-01
0.256,15,3,0.099361,0.143310,0.242671,0.961012,8.664856e-01
0.256,16,1,0.097891,0.143230,0.241121,0.963867,8.665544e-01
0.256,16,2,0.098417,0.142747,0.241163,0.962158,8.669737e-01
0.256,16,3,0.097369,0.142644,0.240013,0.958929,8.670626e-01
0.256,17,1,0.097469,0.142502,0.239972,0.959473,8.671855e-01
0.256,17,2,0.096382,0.142361,0.238743,0.963135,8.673079e-01
0.256,17,3,0.095459,0.142173,0.237632,0.963095,8.674708e-01
0.256,18,1,0.096552,0.142033,0.238584,0.960693,8.675927e-01
0.256,18,2,0.095696,0.141868,0.237564,0.960205,8.677359e-01
0.256,18,3,0.092665,0.141507,0.234172,0.966071,8.680487e-01
0.256,19,1,0.094086,0.141532,0.235618,0.961182,8.680271e-01
0.256,19,2,0.094808,0.141255,0.236063,0.960938,8.682678e-01
0.256,19,3,0.092062,0.141016,0.233078,0.965774,8.684755e-01
0.256,20,1,0.092202,0.140560,0.232762,0.962402,8.688715e-01
0.256,20,2,0.093797,0.140996,0.234794,0.960205,8.684926e-01
0.256,20,3,0.090942,0.140662,0.231604,0.965774,8.687826e-01
0.256,21,1,0.091831,0.140480,0.232310,0.960449,8.689412e-01
0.256,21,2,0.092496,0.140023,0.232519,0.961914,8.693383e-01
0.256,21,3,0.088390,0.140087,0.228477,0.967560,8.692823e-01
0.256,22,1,0.090474,0.139993,0.230466,0.963135,8.693646e-01
0.256,22,2,0.089315,0.139633,0.228948,0.965088,8.696770e-01
0.256,22,3,0.089459,0.139293,0.228752,0.961905,8.699733e-01
0.256,23,1,0.089111,0.139351,0.228462,0.964355,8.699227e-01
0.256,23,2,0.089723,0.139199,0.228922,0.960693,8.700552e-01
0.256,23,3,0.086319,0.138742,0.225061,0.966964,8.704528e-01
0.256,24,1,0.089863,0.138747,0.228610,0.959717,8.704481e-01
0.256,24,2,0.085818,0.138552,0.224370,0.968506,8.706175e-01
0.256,24,3,0.086038,0.138402,0.224440,0.963690,8.707487e-01
0.256,25,1,0.086330,0.138154,0.224485,0.964600,8.709643e-01
0.256,25,2,0.088833,0.138166,0.227000,0.960693,8.709539e-01
0.256,25,3,0.082741,0.137733,0.220475,0.967857,8.713309e-01
0.256,26,1,0.086470,0.137726,0.224196,0.960449,8.713371e-01
0.256,26,2,0.085132,0.137403,0.222535,0.965332,8.716190e-01
0.256,26,3,0.083243,0.137328,0.220571,0.967857,8.716845e-01
0.256,27,1,0.083999,0.136967,0.220966,0.963379,8.719989e-01
0.256,27,2,0.082867,0.137003,0.219870,0.967285,8.719674e-01
0.256,27,3,0.085282,0.136891,0.222173,0.962500,8.720656e-01
0.256,28,1,0.082428,0.136703,0.219131,0.965820,8.722295e-01
0.256,28,2,0.083864,0.136382,0.220246,0.962891,8.725094e-01
0.256,28,3,0.082295,0.136125,0.218420,0.967262,8.727335e-01
0.256,29,1,0.080602,0.136090,0.216693,0.969238,8.727638e-01
0.256,29,2,0.083283,0.136004,0.219286,0.962891,8.728393e-01
0.256,29,3,0.081645,0.135493,0.217138,0.963690,8.732849e-01
0.256,30,1,0.084274,0.135820,0.220094,0.958496,8.730000e-01
0.256,30,2,0.077848,0.135232,0.213080,0.970947,8.735130e-01
0.256,30,3,0.080229,0.134931,0.215160,0.966964,8.737760e-01
0.512,1,1,0.131399,0.086231,0.217630,0.940186,9.173824e-01
0.512,1,2,0.125231,0.086376,0.211607,0.954590,9.172491e-01
0.512,1,3,0.125068,0.086008,0.211076,0.953274,9.175865e-01
0.512,2,1,0.124023,0.086196,0.210219,0.958740,9.174144e-01
0.512,2,2,0.120737,0.085962,0.206699,0.960693,9.176291e-01
0.512,2,3,0.119570,0.085808,0.205378,0.960119,9.177704e-01
0.512,3,1,0.118801,0.085767,0.204569,0.963135,9.178078e-01
0.512,3,2,0.117980,0.085806,0.203786,0.961426,9.177723e-01
0.512,3,3,0.117668,0.085715,0.203383,0.964286,9.178560e-01
0.512,4,1,0.116430,0.085543,0.201974,0.964355,9.180134e-01
0.512,4,2,0.118245,0.085601,0.203847,0.959473,9.179600e-01
0.512,4,3,0.113872,0.085402,0.199274,0.962798,9.181434e-01
0.512,5,1,0.116374,0.085358,0.201732,0.960205,9.181837e-01
0.512,5,2,0.113253,0.085340,0.198593,0.962646,9.182003e-01
0.512,5,3,0.114610,0.085157,0.199767,0.960714,9.183683e-01
0.512,6,1,0.113329,0.085244,0.198573,0.965576,9.182883e-01
0.512,6,2,0.113424,0.084971,0.198395,0.956299,9.185387e-01
0.512,6,3,0.112734,0.085026,0.197760,0.960714,9.184884e-01
0.512,7,1,0.112596,0.084941,0.197537,0.959717,9.185663e-01
0.512,7,2,0.112216,0.085035,0.197251,0.963135,9.184803e-01
0.512,7,3,0.108890,0.084668,0.193558,0.960119,9.188177e-01
0.512,8,1,0.112894,0.084820,0.197714,0.957275,9.186781e-01
0.512,8,2,0.107659,0.084731,0.192390,0.967529,9.187594e-01
0.512,8,3,0.107542,0.084589,0.192131,0.960417,9.188898e-01
0.512,9,1,0.109783,0.084723,0.194506,0.962402,9.187668e-01
0.512,9,2,0.105891,0.084505,0.190396,0.963379,9.189672e-01
0.512,9,3,0.107070,0.084416,0.191486,0.961607,9.190486e-01
0.512,10,1,0.106351,0.084371,0.190723,0.963623,9.190899e-01
0.512,10,2,0.106345,0.084464,0.190809,0.960693,9.190051e-01
0.512,10,3,0.104783,0.084345,0.189128,0.964286,9.191140e-01
0.512,11,1,0.104377,0.084167,0.188544,0.961670,9.192780e-01
0.512,11,2,0.102719,0.084283,0.187002,0.964844,9.191713e-01
0.512,11,3,0.106171,0.084264,0.190435,0.961905,9.191883e-01
0.512,12,1,0.101805,0.084035,0.185841,0.968506,9.193986e-01
0.512,12,2,0.103744,0.084021,0.187765,0.960938,9.194116e-01
0.512,12,3,0.103120,0.084185,0.187305,0.961607,9.192609e-01
0.512,13,1,0.099671,0.083818,0.183489,0.966553,9.195985e-01
0.512,13,2,0.102655,0.084046,0.186701,0.964111,9.193891e-01
0.512,13,3,0.102355,0.083850,0.186205,0.959524,9.195691e-01
0.512,14,1,0.101101,0.083741,0.184842,0.961426,9.196698e-01
0.512,14,2,0.100101,0.083689,0.183790,0.962158,9.197170e-01
0.512,14,3,0.099197,0.083792,0.182989,0.966071,9.196226e-01
0.512,15,1,0.100860,0.083651,0.184511,0.960449,9.197523e-01
0.512,15,2,0.097419,0.083452,0.180872,0.964600,9.199350e-01
0.512,15,3,0.098333,0.083591,0.181924,0.965774,9.198071e-01
0.512,16,1,0.097829,0.083509,0.181338,0.963867,9.198829e-01
0.512,16,2,0.097315,0.083370,0.180685,0.966309,9.200108e-01
0.512,16,3,0.097761,0.083253,0.181015,0.959821,9.201181e-01
0.512,17,1,0.099348,0.083306,0.182654,0.959717,9.200691e-01
0.512,17,2,0.093857,0.083158,0.177015,0.968750,9.202061e-01
0.512,17,3,0.095739,0.083138,0.178878,0.961905,9.202238e-01
0.512,18,1,0.093200,0.082951,0.176151,0.967041,9.203958e-01
0.512,18,2,0.097306,0.083083,0.180389,0.960693,9.202748e-01
0.512,18,3,0.094610,0.083035,0.177644,0.964881,9.203190e-01
0.512,19,1,0.093887,0.082938,0.176825,0.964111,9.204080e-01
0.512,19,2,0.093849,0.082795,0.176644,0.963623,9.205398e-01
0.512,19,3,0.093732,0.082769,0.176501,0.964881,9.205637e-01
0.512,20,1,0.092415,0.082748,0.175163,0.966309,9.205829e-01
0.512,20,2,0.093708,0.082649,0.176356,0.962646,9.206745e-01
0.512,20,3,0.091534,0.082544,0.174079,0.963988,9.207706e-01
0.512,21,1,0.091452,0.082534,0.173986,0.965576,9.207803e-01
0.512,21,2,0.087893,0.082415,0.170309,0.969482,9.208895e-01
0.512,21,3,0.095828,0.082453,0.178281,0.956548,9.208548e-01
0.512,22,1,0.090217,0.082281,0.172498,0.964844,9.210132e-01
0.512,22,2,0.091618,0.082311,0.173929,0.963623,9.209855e-01
0.512,22,3,0.088985,0.082251,0.171236,0.964583,9.210403e-01
0.512,23,1,0.087267,0.082101,0.169368,0.968262,9.211792e-01
0.512,23,2,0.091948,0.082067,0.174016,0.958984,9.212101e-01
0.512,23,3,0.088480,0.082132,0.170612,0.965774,9.211505e-01
0.512,24,1,0.088726,0.082076,0.170802,0.965820,9.212022e-01
0.512,24,2,0.087536,0.081823,0.169359,0.965088,9.214350e-01
0.512,24,3,0.088581,0.081825,0.170406,0.961310,9.214333e-01
0.512,25,1,0.088113,0.081819,0.169931,0.963135,9.214390e-01
0.512,25,2,0.086934,0.081729,0.168662,0.965576,9.215219e-01
0.512,25,3,0.086694,0.081620,0.168314,0.964286,9.216223e-01
0.512,26,1,0.089023,0.081598,0.170621,0.961670,9.216421e-01
0.512,26,2,0.084753,0.081522,0.166274,0.965332,9.217125e-01
0.512,26,3,0.084946,0.081508,0.166455,0.965476,9.217249e-01
0.512,27,1,0.087445,0.081423,0.168868,0.961426,9.218035e-01
0.512,27,2,0.083946,0.081378,0.165324,0.966309,9.218448e-01
0.512,27,3,0.084601,0.081266,0.165867,0.964881,9.219487e-01
0.512,28,1,0.084415,0.081107,0.165521,0.965576,9.220955e-01
0.512,28,2,0.084817,0.081182,0.165999,0.964600,9.220255e-01
0.512,28,3,0.084082,0.081260,0.165341,0.962500,9.219542e-01
0.512,29,1,0.081231,0.081087,0.162317,0.968994,9.221137e-01
0.512,29,2,0.088392,0.081049,0.169441,0.957764,9.221486e-01
0.512,29,3,0.080463,0.080815,0.161278,0.967560,9.223644e-01
0.512,30,1,0.084935,0.080978,0.165913,0.962158,9.222136e-01
0.512,30,2,0.081111,0.080730,0.161841,0.968018,9.224429e-01
0.512,30,3,0.081780,0.080703,0.162483,0.963690,9.224676e-01
0.6,1,1,0.096715,0.065541,0.162256,0.961426,9.365603e-01
0.6,1,2,0.088799,0.065555,0.154354,0.970215,9.365474e-01
0.6,1,3,0.093004,0.065482,0.158486,0.962202,9.366156e-01
0.6,2,1,0.094760,0.065312,0.160072,0.962158,9.367754e-01
0.6,2,2,0.088140,0.065453,0.153593,0.970459,9.366430e-01
0.6,2,3,0.089810,0.065316,0.155125,0.966964,9.367718e-01
0.6,3,1,0.090932,0.065206,0.156138,0.967285,9.368747e-01
0.6,3,2,0.090902,0.065284,0.156186,0.963379,9.368013e-01
0.6,3,3,0.087370,0.065027,0.152397,0.967560,9.370424e-01
0.001,1,1,0.018413,0.564376,0.582789,0.960938,5.687147e-01
0.001,1,2,0.021144,0.563621,0.584765,0.945557,5.691446e-01
0.001,1,3,0.018188,0.563925,0.582113,0.950298,5.689716e-01
0.001,2,1,0.016806,0.562810,0.579615,0.958252,5.696064e-01
0.001,2,2,0.015432,0.562369,0.577801,0.963379,5.698577e-01
0.001,2,3,0.015943,0.561586,0.577530,0.962798,5.703037e-01
0.001,3,1,0.016199,0.560789,0.576988,0.958740,5.707586e-01
0.001,3,2,0.013517,0.560341,0.573858,0.967041,5.710142e-01
0.001,3,3,0.014496,0.559797,0.574292,0.954167,5.713252e-01
0.001,4,1,0.014589,0.558682,0.573271,0.956787,5.719623e-01
0.001,4,2,0.014423,0.558079,0.572502,0.958496,5.723073e-01
0.001,4,3,0.014586,0.557983,0.572569,0.955357,5.723624e-01
0.001,5,1,0.015970,0.557247,0.573217,0.952393,5.727836e-01
0.001,5,2,0.014396,0.555656,0.570052,0.958008,5.736959e-01
0.001,5,3,0.013045,0.555187,0.568231,0.963095,5.739652e-01
0.001,6,1,0.014553,0.554359,0.568911,0.958496,5.744405e-01
0.001,6,2,0.014544,0.553833,0.568377,0.967041,5.747423e-01
0.001,6,3,0.015845,0.553350,0.569195,0.956845,5.750203e-01
0.001,7,1,0.015412,0.551913,0.567324,0.961914,5.758473e-01
0.001,7,2,0.016408,0.552038,0.568446,0.961670,5.757750e-01
0.001,7,3,0.016050,0.551219,0.567269,0.959524,5.762469e-01
0.001,8,1,0.014867,0.550438,0.565305,0.964844,5.766974e-01
0.001,8,2,0.016092,0.549758,0.565850,0.959717,5.770894e-01
0.001,8,3,0.015634,0.549020,0.564654,0.960119,5.775157e-01
0.001,9,1,0.017305,0.548298,0.565602,0.957275,5.779328e-01
0.001,9,2,0.014119,0.548043,0.562161,0.965820,5.780803e-01
0.001,9,3,0.016026,0.547270,0.563296,0.960417,5.785272e-01
0.001,10,1,0.015596,0.546705,0.562301,0.962158,5.788540e-01
0.001,10,2,0.017265,0.545918,0.563183,0.958740,5.793097e-01
0.001,10,3,0.016176,0.545538,0.561715,0.959226,5.795298e-01
0.001,11,1,0.016146,0.544879,0.561024,0.961426,5.799120e-01
0.001,11,2,0.017001,0.543912,0.560912,0.959229,5.804733e-01
0.001,11,3,0.015648,0.544009,0.559657,0.964286,5.804167e-01
0.001,12,1,0.015805,0.543008,0.558813,0.965820,5.809980e-01
0.001,12,2,0.015485,0.543070,0.558555,0.962646,5.809618e-01
0.001,12,3,0.016222,0.541227,0.557449,0.961310,5.820335e-01
0.001,13,1,0.015346,0.541330,0.556676,0.962402,5.819737e-01
0.001,13,2,0.014799,0.541164,0.555963,0.968262,5.820703e-01
0.001,13,3,0.016833,0.539886,0.556719,0.960714,5.828149e-01
0.001,14,1,0.015395,0.539534,0.554929,0.965088,5.830199e-01
0.001,14,2,0.015599,0.539458,0.555057,0.961182,5.830639e-01
0.001,14,3,0.014604,0.538946,0.553550,0.963690,5.833626e-01
0.001,15,1,0.014737,0.538313,0.553050,0.960693,5.837321e-01
0.001,15,2,0.014672,0.537880,0.552552,0.963135,5.839850e-01
0.001,15,3,0.014259,0.537476,0.551735,0.967560,5.842210e-01
0.001,16,1,0.013850,0.537011,0.550861,0.966064,5.844927e-01
0.001,16,2,0.013900,0.536667,0.550567,0.965576,5.846940e-01
0.001,16,3,0.013493,0.535790,0.549283,0.966071,5.852068e-01
0.001,17,1,0.014599,0.535316,0.549915,0.961426,5.854844e-01
0.001,17,2,0.012629,0.535536,0.548165,0.968262,5.853554e-01
0.001,17,3,0.012389,0.534444,0.546833,0.966667,5.859949e-01
0.001,18,1,0.013978,0.534644,0.548622,0.964355,5.858775e-01
0.001,18,2,0.012913,0.533413,0.546326,0.965088,5.865998e-01
0.001,18,3,0.012276,0.532913,0.545190,0.966667,5.868926e-01
0.001,19,1,0.013860,0.533034,0.546894,0.962402,5.868219e-01
0.001,19,2,0.012659,0.532087,0.544746,0.968506,5.873776e-01
0.001,19,3,0.012154,0.531320,0.543474,0.964286,5.878287e-01
0.001,20,1,0.011452,0.531073,0.542525,0.970703,5.879738e-01
0.001,20,2,0.013906,0.530560,0.544466,0.962891,5.882755e-01
0.001,20,3,0.012561,0.530144,0.542705,0.964583,5.885204e-01
0.001,21,1,0.012396,0.529373,0.541769,0.967529,5.889741e-01
0.001,21,2,0.011571,0.529039,0.540610,0.967773,5.891708e-01
0.001,21,3,0.013480,0.528390,0.541870,0.965476,5.895536e-01
0.001,22,1,0.012734,0.527916,0.540650,0.967041,5.898328e-01
0.001,22,2,0.011809,0.526920,0.538728,0.964355,5.904209e-01
0.001,22,3,0.012819,0.526858,0.539677,0.966071,5.904573e-01
0.001,23,1,0.012228,0.526056,0.538284,0.964600,5.909310e-01
0.001,23,2,0.013086,0.525606,0.538692,0.965332,5.911972e-01
0.001,23,3,0.012004,0.524685,0.536688,0.968750,5.917419e-01
0.001,24,1,0.012384,0.524362,0.536746,0.963623,5.919329e-01
0.001,24,2,0.012721,0.523350,0.536071,0.967529,5.925321e-01
0.001,24,3,0.012121,0.523361,0.535481,0.968155,5.925260e-01
0.001,25,1,0.012600,0.522106,0.534707,0.967041,5.932696e-01
0.001,25,2,0.011883,0.521915,0.533798,0.969727,5.933831e-01
0.001,25,3,0.012772,0.521668,0.534439,0.964583,5.935299e-01
0.001,26,1,0.012821,0.520677,0.533497,0.967529,5.941184e-01
0.001,26,2,0.012260,0.520199,0.532459,0.969727,5.944023e-01
0.001,26,3,0.012074,0.519331,0.531406,0.967560,5.949183e-01
0.001,27,1,0.010806,0.518804,0.529610,0.973145,5.952323e-01
0.001,27,2,0.013548,0.518233,0.531781,0.964355,5.955723e-01
0.001,27,3,0.012758,0.517932,0.530690,0.968452,5.957516e-01
0.001,28,1,0.012320,0.517240,0.529560,0.966064,5.961636e-01
0.001,28,2,0.012158,0.516179,0.528336,0.970703,5.967967e-01
0.001,28,3,0.011966,0.516383,0.528348,0.968750,5.966750e-01
0.001,29,1,0.011003,0.515335,0.526338,0.971191,5.973005e-01
0.001,29,2,0.011720,0.514969,0.526689,0.967041,5.975190e-01
0.001,29,3,0.013356,0.514256,0.527613,0.968155,5.979452e-01
0.001,30,1,0.011163,0.513752,0.524915,0.967529,5.982468e-01
0.001,30,2,0.012657,0.512918,0.525575,0.968750,5.987457e-01
0.001,30,3,0.011611,0.512699,0.524310,0.972024,5.988769e-01
0.002,1,1,0.014273,0.511487,0.525760,0.969482,5.996035e-01
0.002,1,2,0.016180,0.509951,0.526130,0.962646,6.005253e-01
0.002,1,3,0.012440,0.509523,0.521964,0.973214,6.007820e-01
0.002,2,1,0.013024,0.509692,0.522716,0.966309,6.006807e-01
0.002,2,2,0.013982,0.509396,0.523379,0.965820,6.008582e-01
0.002,2,3,0.013463,0.507974,0.521436,0.969940,6.017136e-01
0.002,3,1,0.013485,0.508272,0.521757,0.968506,6.015341e-01
0.002,3,2,0.013063,0.507212,0.520276,0.968018,6.021719e-01
0.002,3,3,0.012095,0.506069,0.518164,0.971726,6.028605e-01
0.002,4,1,0.013076,0.505618,0.518694,0.970459,6.031327e-01
0.002,4,2,0.011877,0.505162,0.517039,0.969971,6.034077e-01
0.002,4,3,0.012855,0.504194,0.517049,0.968452,6.039924e-01
0.002,5,1,0.013525,0.503703,0.517228,0.967529,6.042886e-01
0.002,5,2,0.013069,0.502648,0.515716,0.968506,6.049269e-01
0.002,5,3,0.011805,0.501902,0.513706,0.972321,6.053783e-01
0.002,6,1,0.011749,0.501228,0.512978,0.970703,6.057862e-01
0.002,6,2,0.013126,0.500426,0.513552,0.968506,6.062724e-01
0.002,6,3,0.012388,0.500517,0.512905,0.970536,6.062173e-01
0.002,7,1,0.011442,0.499453,0.510894,0.971191,6.068628e-01
0.002,7,2,0.011899,0.498507,0.510406,0.970947,6.074371e-01
0.002,7,3,0.012762,0.498119,0.510881,0.967857,6.076725e-01
0.002,8,1,0.013695,0.497472,0.511167,0.966553,6.080658e-01
0.002,8,2,0.010301,0.496392,0.506693,0.975342,6.087232e-01
0.002,8,3,0.011343,0.495992,0.507335,0.970238,6.089663e-01
0.002,9,1,0.011342,0.495384,0.506726,0.972900,6.093371e-01
0.002,9,2,0.011819,0.494088,0.505907,0.971191,6.101271e-01
0.002,9,3,0.012633,0.493838,0.506470,0.965774,6.102798e-01
0.002,10,1,0.011440,0.492837,0.504277,0.971191,6.108908e-01
0.002,10,2,0.011037,0.492191,0.503227,0.973877,6.112859e-01
0.002,10,3,0.012970,0.491529,0.504499,0.964583,6.116906e-01
0.002,11,1,0.011334,0.490697,0.502030,0.970947,6.121998e-01
0.002,11,2,0.011456,0.490000,0.501456,0.970459,6.126263e-01
0.002,11,3,0.011803,0.488976,0.500779,0.971429,6.132542e-01
0.002,12,1,0.011270,0.488526,0.499796,0.971680,6.135301e-01
0.002,12,2,0.011971,0.487347,0.499318,0.969482,6.142538e-01
0.002,12,3,0.011612,0.486956,0.498568,0.972321,6.144942e-01
0.002,13,1,0.012753,0.485630,0.498383,0.973145,6.153096e-01
0.002,13,2,0.010977,0.485672,0.496649,0.971436,6.152837e-01
0.002,13,3,0.011576,0.484710,0.496286,0.971429,6.158759e-01
0.002,14,1,0.011512,0.483784,0.495296,0.973145,6.164462e-01
0.002,14,2,0.012391,0.482802,0.495193,0.969727,6.170518e-01
0.002,14,3,0.011178,0.482876,0.494054,0.973214,6.170065e-01
0.002,15,1,0.011094,0.481319,0.492413,0.972656,6.179677e-01
0.002,15,2,0.012108,0.481149,0.493257,0.970947,6.180730e-01
0.002,15,3,0.010998,0.480601,0.491598,0.972321,6.184119e-01
0.002,16,1,0.011320,0.479708,0.491028,0.970703,6.189640e-01
0.002,16,2,0.010667,0.479000,0.489668,0.973877,6.194022e-01
0.002,16,3,0.011575,0.478039,0.489614,0.971429,6.199979e-01
0.002,17,1,0.012317,0.477350,0.489667,0.969238,6.204252e-01
0.002,17,2,0.009895,0.477111,0.487006,0.975830,6.205737e-01
0.002,17,3,0.010774,0.476065,0.486839,0.972321,6.212234e-01
0.002,18,1,0.009758,0.475485,0.485243,0.975342,6.215838e-01
0.002,18,2,0.011207,0.474679,0.485886,0.972656,6.220846e-01
0.002,18,3,0.012117,0.474023,0.486140,0.970833,6.224931e-01
0.002,19,1,0.010468,0.473405,0.483872,0.974121,6.228780e-01
0.002,19,2,0.010997,0.472481,0.483478,0.972900,6.234535e-01
0.002,19,3,0.011293,0.471783,0.483076,0.973214,6.238887e-01
0.002,20,1,0.011426,0.471463,0.482889,0.972656,6.240883e-01
0.002,20,2,0.010252,0.470164,0.480416,0.974365,6.248997e-01
0.002,20,3,0.010577,0.469355,0.479932,0.973512,6.254056e-01
0.002,21,1,0.010659,0.468557,0.479216,0.972900,6.259047e-01
0.002,21,2,0.011491,0.468366,0.479857,0.972168,6.260242e-01
0.002,21,3,0.009730,0.467336,0.477066,0.975893,6.266696e-01
0.002,22,1,0.010166,0.466703,0.476869,0.977295,6.270662e-01
0.002,22,2,0.011200,0.465734,0.476933,0.970459,6.276744e-01
0.002,22,3,0.010719,0.465010,0.475729,0.972619,6.281288e-01
0.002,23,1,0.010388,0.464093,0.474480,0.975342,6.287053e-01
0.002,23,2,0.011038,0.463448,0.474485,0.972656,6.291110e-01
0.002,23,3,0.010967,0.463230,0.474197,0.972321,6.292477e-01
0.002,24,1,0.011589,0.462051,0.473640,0.972412,6.299900e-01
0.002,24,2,0.010642,0.461284,0.471926,0.972412,6.304738e-01
0.002,24,3,0.010007,0.460733,0.470740,0.976488,6.308214e-01
0.002,25,1,0.011010,0.460207,0.471217,0.971680,6.311531e-01
0.002,25,2,0.011238,0.459226,0.470463,0.971680,6.317725e-01
0.002,25,3,0.009629,0.458017,0.467646,0.978869,6.325370e-01
0.002,26,1,0.011390,0.457990,0.469380,0.972168,6.325535e-01
0.002,26,2,0.009712,0.457033,0.466745,0.977051,6.331596e-01
0.002,26,3,0.010448,0.456028,0.466477,0.972321,6.337960e-01
0.002,27,1,0.010996,0.455060,0.466056,0.972412,6.344102e-01
0.002,27,2,0.010158,0.455190,0.465347,0.975830,6.343277e-01
0.002,27,3,0.009887,0.454529,0.464416,0.975298,6.347471e-01
0.002,28,1,0.010131,0.453348,0.463478,0.975342,6.354972e-01
0.002,28,2,0.010579,0.452679,0.463257,0.974854,6.359224e-01
0.002,28,3,0.010120,0.452338,0.462458,0.973512,6.361393e-01
0.002,29,1,0.010537,0.451608,0.462144,0.975342,6.366037e-01
0.002,29,2,0.010018,0.450309,0.460326,0.975342,6.374314e-01
0.002,29,3,0.010167,0.449956,0.460123,0.973214,6.376560e-01
0.002,30,1,0.010155,0.449247,0.459402,0.975098,6.381086e-01
0.002,30,2,0.010792,0.448241,0.459032,0.971191,6.387510e-01
0.002,30,3,0.009622,0.447895,0.457517,0.978869,6.389718e-01
0.004,1,1,0.015365,0.445938,0.461303,0.971436,6.402237e-01
0.004,1,2,0.014192,0.444325,0.458517,0.976807,6.412570e-01
0.004,1,3,0.014024,0.444685,0.458709,0.975000,6.410264e-01
0.004,2,1,0.014608,0.443555,0.458164,0.970703,6.417508e-01
0.004,2,2,0.013361,0.443165,0.456526,0.976074,6.420012e-01
0.004,2,3,0.013332,0.442255,0.455587,0.975000,6.425856e-01
0.004,3,1,0.013777,0.441669,0.455445,0.973633,6.429626e-01
0.004,3,2,0.013023,0.440540,0.453563,0.973877,6.436888e-01
0.004,3,3,0.013668,0.440152,0.453820,0.974405,6.439382e-01
0.004,4,1,0.012458,0.439138,0.451596,0.976318,6.445919e-01
0.004,4,2,0.013097,0.438608,0.451705,0.975342,6.449335e-01
0.004,4,3,0.014536,0.437682,0.452218,0.970536,6.455310e-01
0.004,5,1,0.013171,0.436711,0.449882,0.975098,6.461579e-01
0.004,5,2,0.012846,0.436315,0.449160,0.974365,6.464144e-01
0.004,5,3,0.013152,0.435401,0.448552,0.972917,6.470055e-01
0.004,6,1,0.013011,0.434613,0.447624,0.974854,6.475153e-01
0.004,6,2,0.013093,0.433850,0.446942,0.971436,6.480098e-01
0.004,6,3,0.012553,0.432834,0.445387,0.973810,6.486681e-01
0.004,7,1,0.013227,0.431964,0.445191,0.969727,6.492327e-01
0.004,7,2,0.012696,0.431298,0.443994,0.974609,6.496653e-01
0.004,7,3,0.012328,0.430940,0.443268,0.976190,6.498981e-01
0.004,8,1,0.012085,0.429693,0.441778,0.976318,6.507087e-01
0.004,8,2,0.013658,0.428967,0.442625,0.969971,6.511811e-01
0.004,8,3,0.012145,0.428216,0.440361,0.974702,6.516705e-01
0.004,9,1,0.012990,0.427385,0.440375,0.972168,6.522122e-01
0.004,9,2,0.012512,0.426701,0.439214,0.974854,6.526584e-01
0.004,9,3,0.012248,0.425451,0.437700,0.975000,6.534748e-01
0.004,10,1,0.013186,0.424922,0.438107,0.971680,6.538210e-01
0.004,10,2,0.012242,0.423934,0.436176,0.974854,6.544670e-01
0.004,10,3,0.011901,0.423614,0.435515,0.976488,6.546764e-01
0.004,11,1,0.012059,0.422505,0.434564,0.975830,6.554032e-01
0.004,11,2,0.012780,0.421876,0.434656,0.972900,6.558154e-01
0.004,11,3,0.012162,0.420908,0.433070,0.973810,6.564504e-01
0.004,12,1,0.012186,0.420107,0.432292,0.975830,6.569768e-01
0.004,12,2,0.011776,0.419269,0.431046,0.974609,6.575271e-01
0.004,12,3,0.012915,0.418822,0.431737,0.969643,6.578214e-01
0.004,13,1,0.012355,0.417472,0.429827,0.972412,6.587099e-01
0.004,13,2,0.012153,0.417209,0.429361,0.974121,6.588832e-01
0.004,13,3,0.011892,0.416369,0.428262,0.973810,6.594366e-01
0.004,14,1,0.012072,0.415433,0.427505,0.972656,6.600541e-01
0.004,14,2,0.012510,0.414510,0.427020,0.973877,6.606641e-01
0.004,14,3,0.011466,0.413980,0.425446,0.975893,6.610140e-01
0.004,15,1,0.011808,0.413175,0.424983,0.975098,6.615464e-01
0.004,15,2,0.012210,0.412024,0.424234,0.973633,6.623084e-01
0.004,15,3,0.011853,0.411561,0.423414,0.975000,6.626153e-01
0.004,16,1,0.012163,0.410248,0.422411,0.975586,6.634857e-01
0.004,16,2,0.012026,0.409842,0.421868,0.972900,6.637553e-01
0.004,16,3,0.011438,0.409606,0.421044,0.975595,6.639118e-01
0.004,17,1,0.012554,0.408492,0.421046,0.970703,6.646516e-01
0.004,17,2,0.011172,0.407447,0.418619,0.977783,6.653464e-01
0.004,17,3,0.011630,0.406602,0.418232,0.975298,6.659093e-01
0.004,18,1,0.011228,0.406057,0.417285,0.975342,6.662723e-01
0.004,18,2,0.012037,0.405329,0.417367,0.974609,6.667573e-01
0.004,18,3,0.011760,0.404144,0.415904,0.972917,6.675480e-01
0.004,19,1,0.011656,0.403702,0.415358,0.974609,6.678430e-01
0.004,19,2,0.011729,0.402859,0.414589,0.973145,6.684061e-01
0.004,19,3,0.011245,0.402015,0.413260,0.976488,6.689707e-01
0.004,20,1,0.011637,0.401005,0.412642,0.973633,6.696468e-01
0.004,20,2,0.011972,0.400562,0.412534,0.971924,6.699435e-01
