w_value,epoch,iter,loss0,reg,loss,acc,srpq
0.91,50,1,0.010855,0.006170,0.017025,0.978271,9.938488e-01
0.91,50,2,0.010681,0.006172,0.016853,0.977295,9.938466e-01
0.91,50,3,0.011488,0.006151,0.017640,0.973214,9.938675e-01
0.91,51,1,0.010801,0.006146,0.016947,0.979492,9.938728e-01
0.91,51,2,0.010563,0.006155,0.016718,0.976562,9.938640e-01
0.91,51,3,0.011657,0.006188,0.017845,0.972619,9.938309e-01
0.91,52,1,0.010866,0.006157,0.017023,0.975098,9.938623e-01
0.91,52,2,0.011319,0.006170,0.017489,0.975586,9.938495e-01
0.91,52,3,0.010617,0.006143,0.016760,0.979167,9.938754e-01
0.91,53,1,0.011372,0.006170,0.017541,0.976074,9.938494e-01
0.91,53,2,0.010683,0.006147,0.016830,0.976318,9.938717e-01
0.91,53,3,0.010737,0.006141,0.016878,0.977083,9.938780e-01
0.91,54,1,0.010994,0.006176,0.017169,0.978516,9.938435e-01
0.91,54,2,0.011003,0.006157,0.017160,0.976074,9.938621e-01
0.91,54,3,0.010769,0.006108,0.016877,0.974405,9.939107e-01
0.91,55,1,0.010367,0.006168,0.016535,0.978516,9.938508e-01
0.91,55,2,0.010940,0.006134,0.017074,0.975830,9.938848e-01
0.91,55,3,0.011570,0.006131,0.017701,0.974405,9.938882e-01
0.91,56,1,0.010880,0.006121,0.017001,0.977051,9.938972e-01
0.91,56,2,0.010862,0.006150,0.017012,0.976074,9.938688e-01
0.91,56,3,0.011002,0.006154,0.017156,0.975893,9.938649e-01
0.91,57,1,0.010570,0.006147,0.016717,0.977539,9.938717e-01
0.91,57,2,0.011649,0.006112,0.017761,0.973389,9.939070e-01
0.91,57,3,0.010381,0.006156,0.016537,0.978571,9.938634e-01
0.91,58,1,0.010947,0.006143,0.017090,0.975586,9.938760e-01
0.91,58,2,0.011333,0.006135,0.017469,0.976318,9.938834e-01
0.91,58,3,0.010269,0.006118,0.016387,0.977381,9.939008e-01
0.91,59,1,0.010813,0.006097,0.016911,0.977051,9.939214e-01
0.91,59,2,0.011182,0.006139,0.017321,0.974609,9.938794e-01
0.91,59,3,0.010580,0.006155,0.016735,0.978274,9.938643e-01
0.91,60,1,0.010780,0.006129,0.016909,0.976807,9.938896e-01
0.91,60,2,0.011179,0.006128,0.017307,0.977051,9.938909e-01
0.91,60,3,0.010586,0.006116,0.016702,0.975595,9.939027e-01
0.91,61,1,0.010509,0.006108,0.016618,0.979004,9.939103e-01
0.91,61,2,0.010500,0.006104,0.016604,0.976318,9.939142e-01
0.91,61,3,0.011708,0.006156,0.017864,0.973810,9.938630e-01
0.91,62,1,0.010804,0.006106,0.016911,0.974609,9.939124e-01
0.91,62,2,0.011091,0.006116,0.017207,0.976318,9.939023e-01
0.91,62,3,0.010592,0.006130,0.016722,0.979464,9.938887e-01
0.91,63,1,0.011424,0.006099,0.017523,0.974854,9.939197e-01
0.91,63,2,0.010271,0.006128,0.016398,0.978271,9.938910e-01
0.91,63,3,0.010799,0.006111,0.016910,0.977083,9.939075e-01
0.91,64,1,0.010803,0.006094,0.016897,0.976562,9.939246e-01
0.91,64,2,0.010425,0.006109,0.016534,0.979736,9.939095e-01
0.91,64,3,0.011333,0.006126,0.017459,0.973810,9.938929e-01
0.91,65,1,0.010739,0.006116,0.016855,0.978516,9.939028e-01
0.91,65,2,0.010943,0.006115,0.017058,0.977539,9.939037e-01
0.91,65,3,0.010745,0.006078,0.016823,0.974405,9.939404e-01
0.91,66,1,0.011047,0.006096,0.017144,0.974609,9.939221e-01
0.91,66,2,0.010425,0.006116,0.016541,0.979736,9.939031e-01
0.91,66,3,0.010965,0.006087,0.017052,0.976786,9.939315e-01
0.91,67,1,0.010722,0.006100,0.016822,0.978271,9.939186e-01
0.91,67,2,0.011252,0.006089,0.017341,0.977295,9.939291e-01
0.91,67,3,0.010320,0.006101,0.016421,0.975298,9.939180e-01
0.91,68,1,0.010594,0.006112,0.016706,0.977539,9.939069e-01
0.91,68,2,0.011186,0.006072,0.017258,0.975098,9.939463e-01
0.91,68,3,0.010521,0.006093,0.016614,0.979167,9.939254e-01
0.91,69,1,0.010627,0.006099,0.016727,0.977051,9.939193e-01
0.91,69,2,0.010848,0.006089,0.016936,0.975830,9.939298e-01
0.91,69,3,0.010859,0.006074,0.016933,0.978869,9.939444e-01
0.91,70,1,0.010664,0.006118,0.016782,0.977051,9.939006e-01
0.91,70,2,0.010475,0.006053,0.016528,0.978271,9.939654e-01
0.91,70,3,0.011235,0.006081,0.017315,0.975893,9.939379e-01
0.91,71,1,0.010413,0.006083,0.016496,0.979492,9.939354e-01
0.91,71,2,0.011378,0.006063,0.017441,0.973877,9.939554e-01
0.91,71,3,0.010406,0.006097,0.016502,0.978274,9.939218e-01
0.91,72,1,0.011313,0.006082,0.017396,0.976562,9.939362e-01
0.91,72,2,0.010750,0.006073,0.016823,0.974854,9.939452e-01
0.91,72,3,0.010042,0.006071,0.016113,0.980952,9.939474e-01
0.91,73,1,0.010094,0.006017,0.016111,0.979004,9.940012e-01
0.91,73,2,0.011484,0.006104,0.017588,0.973877,9.939143e-01
0.91,73,3,0.010600,0.006098,0.016698,0.979167,9.939202e-01
0.91,74,1,0.010243,0.006070,0.016313,0.979004,9.939482e-01
0.91,74,2,0.010712,0.006073,0.016785,0.976562,9.939454e-01
0.91,74,3,0.011326,0.006057,0.017383,0.975893,9.939611e-01
0.91,75,1,0.010714,0.006051,0.016765,0.977783,9.939670e-01
0.91,75,2,0.010209,0.006066,0.016275,0.979004,9.939522e-01
0.91,75,3,0.011331,0.006074,0.017405,0.974405,9.939440e-01
0.91,76,1,0.010882,0.006088,0.016970,0.975586,9.939302e-01
0.91,76,2,0.010906,0.006025,0.016931,0.976562,9.939926e-01
0.91,76,3,0.010245,0.006065,0.016309,0.980060,9.939537e-01
0.91,77,1,0.010897,0.006039,0.016936,0.975830,9.939792e-01
0.91,77,2,0.010711,0.006078,0.016789,0.977783,9.939402e-01
0.91,77,3,0.010430,0.006046,0.016477,0.978274,9.939721e-01
0.91,78,1,0.010841,0.006044,0.016886,0.976074,9.939739e-01
0.91,78,2,0.010328,0.006065,0.016393,0.979736,9.939534e-01
0.91,78,3,0.010933,0.006041,0.016975,0.975595,9.939768e-01
0.91,79,1,0.010865,0.006052,0.016917,0.976807,9.939660e-01
0.91,79,2,0.010968,0.006029,0.016997,0.975586,9.939890e-01
0.91,79,3,0.010092,0.006061,0.016153,0.979762,9.939572e-01
0.91,80,1,0.011076,0.006053,0.017128,0.976318,9.939658e-01
0.91,80,2,0.010919,0.006050,0.016969,0.976562,9.939678e-01
0.91,80,3,0.009863,0.006020,0.015883,0.979167,9.939977e-01
0.91,81,1,0.011013,0.006023,0.017036,0.977051,9.939950e-01
0.91,81,2,0.010656,0.006073,0.016729,0.976807,9.939452e-01
0.91,81,3,0.010228,0.006014,0.016242,0.977976,9.940039e-01
0.91,82,1,0.010258,0.006021,0.016279,0.976562,9.939971e-01
0.91,82,2,0.010571,0.006056,0.016627,0.980957,9.939623e-01
0.91,82,3,0.011221,0.006023,0.017244,0.973810,9.939949e-01
0.91,83,1,0.011068,0.006037,0.017105,0.975586,9.939809e-01
0.91,83,2,0.010537,0.006038,0.016575,0.978271,9.939802e-01
0.91,83,3,0.010243,0.006011,0.016254,0.978274,9.940071e-01
0.91,84,1,0.010310,0.006023,0.016333,0.977783,9.939950e-01
0.91,84,2,0.010994,0.006008,0.017002,0.975830,9.940099e-01
0.91,84,3,0.010578,0.006050,0.016629,0.978571,9.939680e-01
0.91,85,1,0.010369,0.006051,0.016420,0.978516,9.939676e-01
0.91,85,2,0.010840,0.005984,0.016824,0.975830,9.940342e-01
0.91,85,3,0.010663,0.006032,0.016695,0.977976,9.939860e-01
0.91,86,1,0.011041,0.006003,0.017044,0.977295,9.940146e-01
0.91,86,2,0.010074,0.006038,0.016112,0.978271,9.939804e-01
0.91,86,3,0.010749,0.006009,0.016758,0.976488,9.940086e-01
0.91,87,1,0.010026,0.005991,0.016017,0.979492,9.940266e-01
0.91,87,2,0.011122,0.006034,0.017156,0.975342,9.939841e-01
0.91,87,3,0.010677,0.006014,0.016691,0.977381,9.940037e-01
0.91,88,1,0.010540,0.005985,0.016526,0.978027,9.940328e-01
0.91,88,2,0.010648,0.006031,0.016679,0.978760,9.939875e-01
0.91,88,3,0.010597,0.006012,0.016609,0.975000,9.940063e-01
0.91,89,1,0.010157,0.006009,0.016166,0.978271,9.940094e-01
0.91,89,2,0.010735,0.005995,0.016730,0.976807,9.940231e-01
0.91,89,3,0.010928,0.006012,0.016940,0.977083,9.940056e-01
0.91,90,1,0.010568,0.006011,0.016579,0.978271,9.940068e-01
0.91,90,2,0.010337,0.006005,0.016342,0.977051,9.940134e-01
0.91,90,3,0.010882,0.005983,0.016865,0.976786,9.940348e-01
0.91,91,1,0.010878,0.006003,0.016881,0.976074,9.940150e-01
0.91,91,2,0.010326,0.005977,0.016303,0.976562,9.940412e-01
0.91,91,3,0.010488,0.006013,0.016501,0.980060,9.940051e-01
0.91,92,1,0.010107,0.005967,0.016074,0.978027,9.940506e-01
0.91,92,2,0.010643,0.006010,0.016653,0.975830,9.940082e-01
0.91,92,3,0.011012,0.006002,0.017014,0.978869,9.940161e-01
0.91,93,1,0.010189,0.005985,0.016174,0.977295,9.940328e-01
0.91,93,2,0.010571,0.006009,0.016580,0.976318,9.940089e-01
0.91,93,3,0.010970,0.005967,0.016937,0.979167,9.940511e-01
0.91,94,1,0.010102,0.005969,0.016071,0.977539,9.940485e-01
0.91,94,2,0.011125,0.006012,0.017137,0.975830,9.940065e-01
0.91,94,3,0.010371,0.005969,0.016340,0.979464,9.940490e-01
0.91,95,1,0.010314,0.005975,0.016290,0.977295,9.940424e-01
0.91,95,2,0.010913,0.005983,0.016896,0.976807,9.940352e-01
0.91,95,3,0.010341,0.005983,0.016324,0.978571,9.940353e-01
0.91,96,1,0.011033,0.005984,0.017017,0.975830,9.940343e-01
0.91,96,2,0.010249,0.005946,0.016195,0.979492,9.940716e-01
0.91,96,3,0.010244,0.006003,0.016247,0.977381,9.940149e-01
0.91,97,1,0.010302,0.005959,0.016260,0.979248,9.940590e-01
0.91,97,2,0.010668,0.006010,0.016678,0.977295,9.940082e-01
0.91,97,3,0.010596,0.005942,0.016537,0.976190,9.940761e-01
0.91,98,1,0.010546,0.005950,0.016495,0.975342,9.940679e-01
0.91,98,2,0.009925,0.005970,0.015896,0.979492,9.940474e-01
0.91,98,3,0.011175,0.005987,0.017161,0.978571,9.940314e-01
0.91,99,1,0.011022,0.005974,0.016996,0.974609,9.940442e-01
0.91,99,2,0.010003,0.005967,0.015970,0.977539,9.940512e-01
0.91,99,3,0.010471,0.005948,0.016419,0.981845,9.940696e-01
0.91,100,1,0.010426,0.005950,0.016376,0.979492,9.940676e-01
0.91,100,2,0.010373,0.005960,0.016333,0.978760,9.940579e-01
0.91,100,3,0.010717,0.005971,0.016688,0.974405,9.940466e-01
0.92,1,1,0.011037,0.005299,0.016336,0.976074,9.947147e-01
0.92,1,2,0.010363,0.005291,0.015654,0.976318,9.947231e-01
0.92,1,3,0.011093,0.005286,0.016380,0.978571,9.947276e-01
0.92,2,1,0.010723,0.005288,0.016011,0.980957,9.947256e-01
0.92,2,2,0.010996,0.005271,0.016267,0.975098,9.947425e-01
0.92,2,3,0.010589,0.005305,0.015894,0.974702,9.947090e-01
0.92,3,1,0.011137,0.005278,0.016415,0.976807,9.947364e-01
0.92,3,2,0.010837,0.005278,0.016115,0.976074,9.947359e-01
0.92,3,3,0.010250,0.005293,0.015543,0.980060,9.947213e-01
0.92,4,1,0.010854,0.005283,0.016137,0.978027,9.947313e-01
0.92,4,2,0.010978,0.005275,0.016253,0.975830,9.947392e-01
0.92,4,3,0.010403,0.005275,0.015678,0.980060,9.947391e-01
0.92,5,1,0.010703,0.005258,0.015962,0.978027,9.947553e-01
0.92,5,2,0.010293,0.005300,0.015593,0.980469,9.947136e-01
0.92,5,3,0.011403,0.005260,0.016662,0.975000,9.947541e-01
0.92,6,1,0.011491,0.005290,0.016781,0.973877,9.947242e-01
0.92,6,2,0.011092,0.005260,0.016353,0.977295,9.947535e-01
0.92,6,3,0.009434,0.005259,0.014692,0.983929,9.947550e-01
0.92,7,1,0.010751,0.005265,0.016016,0.979004,9.947490e-01
0.92,7,2,0.010702,0.005268,0.015969,0.978027,9.947460e-01
0.92,7,3,0.010770,0.005270,0.016040,0.976488,9.947444e-01
0.92,8,1,0.010190,0.005261,0.015450,0.982178,9.947532e-01
0.92,8,2,0.011086,0.005266,0.016352,0.974609,9.947483e-01
0.92,8,3,0.010937,0.005268,0.016204,0.976786,9.947461e-01
0.92,9,1,0.010528,0.005243,0.015771,0.979736,9.947708e-01
0.92,9,2,0.010904,0.005284,0.016187,0.976562,9.947303e-01
0.92,9,3,0.010708,0.005258,0.015965,0.977083,9.947559e-01
0.92,10,1,0.010643,0.005270,0.015913,0.979248,9.947437e-01
0.92,10,2,0.010996,0.005278,0.016274,0.977051,9.947360e-01
0.92,10,3,0.010417,0.005222,0.015639,0.976488,9.947912e-01
0.92,11,1,0.009916,0.005243,0.015159,0.980957,9.947708e-01
0.92,11,2,0.010828,0.005263,0.016091,0.977295,9.947507e-01
0.92,11,3,0.011483,0.005264,0.016747,0.973810,9.947496e-01
0.92,12,1,0.010462,0.005254,0.015716,0.980469,9.947596e-01
0.92,12,2,0.011184,0.005232,0.016416,0.972168,9.947821e-01
0.92,12,3,0.010350,0.005280,0.015630,0.980655,9.947343e-01
0.92,13,1,0.010602,0.005244,0.015845,0.978027,9.947701e-01
0.92,13,2,0.011038,0.005247,0.016285,0.976318,9.947664e-01
0.92,13,3,0.010332,0.005263,0.015595,0.978571,9.947508e-01
0.92,14,1,0.009942,0.005238,0.015179,0.979980,9.947761e-01
0.92,14,2,0.011107,0.005271,0.016378,0.976562,9.947431e-01
0.92,14,3,0.011023,0.005231,0.016254,0.976190,9.947825e-01
0.92,15,1,0.010666,0.005242,0.015908,0.979980,9.947721e-01
0.92,15,2,0.010425,0.005249,0.015674,0.977783,9.947646e-01
0.92,15,3,0.010943,0.005242,0.016185,0.974702,9.947721e-01
0.92,16,1,0.010611,0.005225,0.015835,0.976318,9.947888e-01
0.92,16,2,0.010613,0.005259,0.015871,0.979248,9.947551e-01
0.92,16,3,0.010752,0.005239,0.015991,0.977083,9.947748e-01
0.92,17,1,0.010743,0.005253,0.015996,0.976318,9.947608e-01
0.92,17,2,0.010796,0.005197,0.015993,0.977539,9.948161e-01
0.92,17,3,0.010336,0.005267,0.015603,0.979167,9.947464e-01
0.92,18,1,0.010997,0.005232,0.016229,0.973877,9.947815e-01
0.92,18,2,0.010382,0.005233,0.015615,0.979736,9.947803e-01
0.92,18,3,0.010502,0.005237,0.015739,0.979762,9.947771e-01
0.92,19,1,0.010391,0.005265,0.015657,0.980225,9.947484e-01
0.92,19,2,0.010847,0.005229,0.016076,0.976562,9.947848e-01
0.92,19,3,0.010642,0.005189,0.015831,0.976488,9.948245e-01
0.92,20,1,0.010698,0.005227,0.015925,0.978516,9.947869e-01
0.92,20,2,0.010670,0.005244,0.015914,0.976074,9.947699e-01
0.92,20,3,0.010455,0.005205,0.015660,0.979167,9.948082e-01
0.92,21,1,0.009959,0.005189,0.015148,0.980225,9.948248e-01
0.92,21,2,0.010790,0.005243,0.016032,0.979248,9.947711e-01
0.92,21,3,0.011181,0.005241,0.016422,0.973512,9.947731e-01
0.92,22,1,0.010409,0.005239,0.015647,0.978516,9.947752e-01
0.92,22,2,0.010685,0.005224,0.015909,0.977539,9.947901e-01
0.92,22,3,0.010733,0.005190,0.015923,0.977381,9.948231e-01
0.92,23,1,0.011136,0.005235,0.016371,0.976074,9.947786e-01
0.92,23,2,0.010414,0.005207,0.015620,0.979248,9.948070e-01
0.92,23,3,0.010151,0.005202,0.015354,0.978274,9.948110e-01
0.92,24,1,0.009944,0.005183,0.015127,0.980225,9.948306e-01
0.92,24,2,0.011135,0.005253,0.016388,0.974854,9.947605e-01
0.92,24,3,0.010698,0.005197,0.015894,0.978571,9.948168e-01
0.92,25,1,0.010364,0.005205,0.015568,0.977295,9.948088e-01
0.92,25,2,0.010957,0.005226,0.016183,0.978271,9.947880e-01
0.92,25,3,0.010376,0.005191,0.015567,0.977976,9.948223e-01
0.92,26,1,0.010590,0.005201,0.015791,0.978027,9.948125e-01
0.92,26,2,0.010400,0.005192,0.015592,0.977539,9.948210e-01
0.92,26,3,0.010752,0.005224,0.015976,0.977976,9.947900e-01
0.92,27,1,0.010458,0.005217,0.015674,0.976807,9.947970e-01
0.92,27,2,0.011135,0.005189,0.016325,0.975342,9.948241e-01
0.92,27,3,0.009989,0.005196,0.015185,0.982143,9.948171e-01
0.92,28,1,0.010399,0.005197,0.015596,0.979004,9.948166e-01
0.92,28,2,0.010830,0.005202,0.016032,0.977051,9.948113e-01
0.92,28,3,0.010405,0.005193,0.015598,0.977381,9.948207e-01
0.92,29,1,0.009999,0.005208,0.015207,0.979980,9.948059e-01
0.92,29,2,0.011403,0.005189,0.016593,0.974365,9.948240e-01
0.92,29,3,0.010165,0.005183,0.015349,0.980060,9.948300e-01
0.92,30,1,0.010060,0.005184,0.015244,0.979248,9.948289e-01
0.92,30,2,0.011153,0.005181,0.016334,0.977051,9.948326e-01
0.92,30,3,0.010367,0.005211,0.015577,0.977976,9.948029e-01
0.92,31,1,0.011326,0.005191,0.016517,0.975342,9.948228e-01
0.92,31,2,0.009869,0.005191,0.015060,0.981201,9.948224e-01
0.92,31,3,0.010360,0.005179,0.015539,0.977679,9.948342e-01
0.92,32,1,0.010158,0.005188,0.015346,0.982422,9.948254e-01
0.92,32,2,0.010518,0.005185,0.015703,0.976562,9.948286e-01
0.92,32,3,0.010964,0.005179,0.016142,0.975000,9.948347e-01
0.92,33,1,0.010149,0.005201,0.015349,0.979004,9.948128e-01
0.92,33,2,0.010808,0.005171,0.015979,0.978516,9.948421e-01
0.92,33,3,0.010593,0.005169,0.015762,0.976786,9.948448e-01
0.92,34,1,0.010184,0.005194,0.015379,0.980713,9.948193e-01
0.92,34,2,0.010260,0.005175,0.015435,0.978516,9.948385e-01
0.92,34,3,0.011189,0.005161,0.016350,0.974405,9.948525e-01
0.92,35,1,0.010495,0.005188,0.015683,0.979004,9.948258e-01
0.92,35,2,0.010390,0.005186,0.015576,0.978027,9.948275e-01
0.92,35,3,0.010624,0.005144,0.015769,0.977679,9.948692e-01
0.92,36,1,0.010692,0.005175,0.015867,0.979736,9.948380e-01
0.92,36,2,0.009809,0.005177,0.014987,0.979492,9.948362e-01
0.92,36,3,0.011065,0.005158,0.016224,0.974702,9.948548e-01
0.92,37,1,0.010438,0.005160,0.015598,0.977539,9.948534e-01
0.92,37,2,0.011110,0.005177,0.016287,0.977539,9.948367e-01
0.92,37,3,0.009762,0.005167,0.014929,0.979762,9.948466e-01
0.92,38,1,0.010367,0.005152,0.015519,0.978027,9.948609e-01
0.92,38,2,0.010583,0.005173,0.015757,0.978516,9.948399e-01
0.92,38,3,0.010465,0.005169,0.015634,0.977976,9.948447e-01
0.92,39,1,0.010599,0.005157,0.015756,0.979980,9.948564e-01
0.92,39,2,0.010491,0.005161,0.015652,0.977783,9.948525e-01
0.92,39,3,0.010269,0.005167,0.015436,0.976488,9.948460e-01
0.92,40,1,0.009791,0.005147,0.014938,0.979492,9.948667e-01
0.92,40,2,0.011151,0.005173,0.016324,0.977295,9.948403e-01
0.92,40,3,0.010423,0.005154,0.015576,0.977679,9.948597e-01
0.92,41,1,0.010334,0.005157,0.015491,0.977783,9.948562e-01
0.92,41,2,0.010493,0.005135,0.015629,0.976562,9.948777e-01
0.92,41,3,0.010536,0.005175,0.015711,0.980655,9.948383e-01
0.92,42,1,0.010584,0.005146,0.015730,0.976318,9.948669e-01
0.92,42,2,0.010608,0.005137,0.015745,0.979004,9.948766e-01
0.92,42,3,0.010066,0.005175,0.015241,0.979464,9.948381e-01
0.92,43,1,0.010130,0.005144,0.015274,0.979980,9.948696e-01
0.92,43,2,0.010424,0.005150,0.015573,0.977539,9.948636e-01
0.92,43,3,0.010818,0.005151,0.015969,0.976786,9.948621e-01
0.92,44,1,0.010649,0.005153,0.015803,0.977539,9.948600e-01
0.92,44,2,0.010224,0.005122,0.015346,0.979492,9.948914e-01
0.92,44,3,0.010402,0.005162,0.015564,0.977381,9.948516e-01
0.92,45,1,0.010717,0.005158,0.015875,0.975342,9.948554e-01
0.92,45,2,0.010266,0.005118,0.015384,0.979736,9.948953e-01
0.92,45,3,0.010243,0.005149,0.015392,0.979762,9.948643e-01
0.92,46,1,0.009958,0.005116,0.015074,0.979980,9.948969e-01
0.92,46,2,0.010950,0.005188,0.016138,0.975830,9.948250e-01
0.92,46,3,0.010310,0.005102,0.015412,0.978869,9.949113e-01
0.92,47,1,0.010752,0.005128,0.015881,0.978516,9.948848e-01
0.92,47,2,0.009267,0.005138,0.014405,0.984131,9.948750e-01
0.92,47,3,0.011367,0.005136,0.016503,0.970536,9.948767e-01
0.92,48,1,0.010728,0.005133,0.015861,0.978027,9.948804e-01
0.92,48,2,0.010220,0.005126,0.015347,0.977783,9.948870e-01
0.92,48,3,0.010208,0.005134,0.015342,0.978869,9.948792e-01
0.92,49,1,0.010378,0.005122,0.015500,0.978516,9.948915e-01
0.92,49,2,0.010445,0.005136,0.015581,0.978271,9.948773e-01
0.92,49,3,0.010335,0.005124,0.015459,0.977679,9.948893e-01
0.92,50,1,0.009973,0.005144,0.015117,0.978516,9.948690e-01
0.92,50,2,0.010836,0.005131,0.015967,0.979248,9.948820e-01
0.92,50,3,0.010328,0.005090,0.015418,0.976488,9.949226e-01
0.92,51,1,0.010345,0.005122,0.015467,0.979004,9.948912e-01
0.92,51,2,0.010596,0.005145,0.015742,0.977539,9.948679e-01
0.92,51,3,0.010141,0.005089,0.015230,0.977976,9.949243e-01
0.92,52,1,0.010429,0.005122,0.015551,0.978027,9.948910e-01
0.92,52,2,0.010645,0.005130,0.015775,0.975830,9.948834e-01
0.92,52,3,0.009955,0.005096,0.015051,0.981250,9.949173e-01
0.92,53,1,0.010122,0.005100,0.015222,0.979248,9.949133e-01
0.92,53,2,0.010094,0.005143,0.015237,0.980469,9.948702e-01
0.92,53,3,0.010976,0.005095,0.016071,0.974107,9.949179e-01
0.92,54,1,0.009921,0.005099,0.015020,0.980713,9.949139e-01
0.92,54,2,0.011272,0.005131,0.016403,0.974121,9.948817e-01
0.92,54,3,0.009762,0.005098,0.014861,0.980060,9.949147e-01
0.92,55,1,0.010180,0.005103,0.015283,0.978516,9.949102e-01
0.92,55,2,0.010331,0.005113,0.015444,0.979004,9.949002e-01
0.92,55,3,0.010568,0.005105,0.015673,0.976786,9.949082e-01
0.92,56,1,0.010057,0.005117,0.015173,0.979492,9.948965e-01
0.92,56,2,0.010343,0.005102,0.015445,0.978271,9.949111e-01
0.92,56,3,0.010682,0.005090,0.015771,0.976488,9.949232e-01
0.92,57,1,0.009666,0.005074,0.014740,0.979492,9.949393e-01
0.92,57,2,0.011367,0.005114,0.016481,0.974365,9.948986e-01
0.92,57,3,0.009885,0.005115,0.015000,0.981250,9.948976e-01
0.92,58,1,0.010245,0.005104,0.015349,0.978516,9.949088e-01
0.92,58,2,0.010095,0.005074,0.015169,0.979004,9.949386e-01
0.92,58,3,0.010706,0.005116,0.015821,0.976786,9.948975e-01
0.92,59,1,0.010267,0.005104,0.015371,0.978027,9.949085e-01
0.92,59,2,0.009918,0.005083,0.015001,0.980469,9.949303e-01
0.92,59,3,0.010870,0.005094,0.015964,0.975595,9.949193e-01
0.92,60,1,0.010732,0.005100,0.015832,0.975098,9.949131e-01
0.92,60,2,0.009759,0.005066,0.014825,0.980713,9.949471e-01
0.92,60,3,0.010473,0.005109,0.015582,0.978869,9.949045e-01
0.92,61,1,0.010747,0.005069,0.015816,0.975830,9.949439e-01
0.92,61,2,0.009731,0.005083,0.014814,0.981201,9.949299e-01
0.92,61,3,0.010465,0.005114,0.015578,0.977679,9.948992e-01
0.92,62,1,0.010456,0.005101,0.015556,0.978760,9.949122e-01
0.92,62,2,0.010211,0.005092,0.015302,0.977295,9.949212e-01
0.92,62,3,0.010211,0.005053,0.015264,0.978869,9.949597e-01
0.92,63,1,0.010242,0.005072,0.015314,0.979980,9.949407e-01
0.92,63,2,0.009698,0.005079,0.014777,0.980957,9.949341e-01
0.92,63,3,0.011071,0.005093,0.016164,0.973214,9.949204e-01
0.92,64,1,0.010473,0.005049,0.015523,0.977783,9.949636e-01
0.92,64,2,0.010186,0.005100,0.015286,0.977295,9.949130e-01
0.92,64,3,0.010171,0.005083,0.015254,0.980357,9.949295e-01
0.92,65,1,0.010406,0.005094,0.015500,0.978027,9.949190e-01
0.92,65,2,0.010228,0.005062,0.015291,0.979492,9.949504e-01
0.92,65,3,0.010179,0.005063,0.015242,0.977381,9.949496e-01
0.92,66,1,0.010461,0.005067,0.015528,0.978027,9.949458e-01
0.92,66,2,0.010556,0.005061,0.015617,0.977783,9.949518e-01
0.92,66,3,0.009687,0.005087,0.014774,0.979464,9.949264e-01
0.92,67,1,0.009897,0.005069,0.014966,0.978760,9.949437e-01
0.92,67,2,0.010311,0.005051,0.015362,0.978027,9.949618e-01
0.92,67,3,0.010652,0.005085,0.015737,0.978274,9.949278e-01
0.92,68,1,0.010496,0.005065,0.015561,0.979492,9.949478e-01
0.92,68,2,0.010012,0.005084,0.015096,0.978027,9.949285e-01
0.92,68,3,0.010262,0.005038,0.015300,0.977381,9.949745e-01
0.92,69,1,0.010143,0.005065,0.015209,0.978027,9.949473e-01
0.92,69,2,0.011338,0.005042,0.016379,0.974121,9.949710e-01
0.92,69,3,0.009053,0.005078,0.014131,0.984226,9.949345e-01
0.92,70,1,0.010392,0.005081,0.015472,0.976807,9.949322e-01
0.92,70,2,0.010098,0.005036,0.015134,0.979004,9.949764e-01
0.92,70,3,0.010238,0.005055,0.015293,0.979762,9.949575e-01
0.92,71,1,0.010046,0.005047,0.015093,0.978760,9.949656e-01
0.92,71,2,0.010574,0.005068,0.015642,0.977539,9.949449e-01
0.92,71,3,0.010057,0.005046,0.015103,0.979464,9.949665e-01
0.92,72,1,0.010019,0.005067,0.015086,0.981689,9.949462e-01
0.92,72,2,0.010541,0.005037,0.015578,0.976074,9.949754e-01
0.92,72,3,0.010108,0.005048,0.015157,0.977976,9.949643e-01
0.92,73,1,0.010444,0.005038,0.015482,0.978271,9.949747e-01
0.92,73,2,0.010421,0.005064,0.015485,0.976562,9.949493e-01
0.92,73,3,0.009712,0.005040,0.014752,0.981548,9.949726e-01
0.92,74,1,0.010469,0.005059,0.015527,0.977295,9.949540e-01
0.92,74,2,0.010090,0.005033,0.015123,0.979248,9.949795e-01
0.92,74,3,0.010066,0.005040,0.015106,0.979464,9.949722e-01
0.92,75,1,0.010213,0.005029,0.015243,0.978516,9.949835e-01
0.92,75,2,0.009844,0.005034,0.014877,0.979492,9.949791e-01
0.92,75,3,0.010654,0.005065,0.015719,0.977679,9.949481e-01
0.92,76,1,0.009530,0.005043,0.014572,0.982910,9.949702e-01
0.92,76,2,0.010682,0.005059,0.015742,0.975830,9.949535e-01
0.92,76,3,0.010442,0.005006,0.015448,0.976786,9.950067e-01
0.92,77,1,0.010505,0.005044,0.015549,0.977783,9.949689e-01
0.92,77,2,0.009947,0.005029,0.014975,0.978760,9.949841e-01
0.92,77,3,0.010128,0.005030,0.015158,0.979762,9.949824e-01
0.92,78,1,0.010074,0.005046,0.015120,0.979736,9.949668e-01
0.92,78,2,0.010201,0.005007,0.015207,0.976807,9.950056e-01
0.92,78,3,0.010323,0.005043,0.015365,0.979464,9.949700e-01
0.92,79,1,0.010250,0.005038,0.015289,0.979248,9.949742e-01
