epoch,iter,loss0,reg,loss,acc,srpq,w_value
3,24,0.008256,0.690127,48.317153,1.000000,5.015123e-01,0.002
3,25,0.011770,0.690094,48.318351,1.000000,5.015289e-01,0.002
3,26,0.008131,0.690060,48.312355,1.000000,5.015458e-01,0.002
3,27,0.011649,0.690028,48.313621,1.000000,5.015619e-01,0.002
3,28,0.008023,0.690013,48.308938,1.000000,5.015695e-01,0.002
3,29,0.011543,0.689978,48.310034,1.000000,5.015869e-01,0.002
3,30,0.007925,0.689954,48.304732,1.000000,5.015990e-01,0.002
1,1,0.305539,0.690654,48.651286,1.000000,5.012484e-01,0.0025
1,2,0.313909,0.690641,48.658801,1.000000,5.012545e-01,0.0025
1,3,0.308697,0.690631,48.652846,1.000000,5.012598e-01,0.0025
1,1,0.321187,0.688379,48.507749,1.000000,5.023896e-01,0.003
1,2,0.331271,0.688330,48.514354,1.000000,5.024145e-01,0.003
1,3,0.326795,0.688296,48.507534,1.000000,5.024314e-01,0.003
1,4,0.327198,0.688239,48.503946,1.000000,5.024600e-01,0.003
1,1,0.321186,0.688375,34.739939,1.000000,5.023918e-01,0.003
1,2,0.330011,0.688372,34.748606,1.000000,5.023933e-01,0.003
1,3,0.324656,0.688349,34.742106,1.000000,5.024049e-01,0.003
1,4,0.325027,0.688298,34.739949,1.000000,5.024302e-01,0.003
1,5,0.325876,0.688261,34.738944,1.000000,5.024489e-01,0.003
1,1,0.321185,0.688367,27.855864,1.000000,5.023958e-01,0.003
1,2,0.322946,0.688396,27.858802,1.000000,5.023810e-01,0.003
1,3,0.320851,0.688381,27.856080,1.000000,5.023889e-01,0.003
1,4,0.320159,0.688389,27.855712,1.000000,5.023848e-01,0.003
1,5,0.319458,0.688382,27.854746,1.000000,5.023882e-01,0.003
1,6,0.318759,0.688390,27.854339,1.000000,5.023845e-01,0.003
1,7,0.318226,0.688378,27.853363,1.000000,5.023901e-01,0.003
1,8,0.317347,0.688389,27.852892,1.000000,5.023850e-01,0.003
1,1,0.321189,0.688379,31.298240,1.000000,5.023898e-01,0.003
1,2,0.322957,0.688384,31.300241,1.000000,5.023872e-01,0.003
1,3,0.320967,0.688370,31.297610,1.000000,5.023944e-01,0.003
1,4,0.320352,0.688382,31.297536,1.000000,5.023883e-01,0.003
1,5,0.319712,0.688378,31.296731,1.000000,5.023902e-01,0.003
1,6,0.319068,0.688373,31.295844,1.000000,5.023929e-01,0.003
1,7,0.318582,0.688390,31.296114,1.000000,5.023845e-01,0.003
1,8,0.317746,0.688382,31.294944,1.000000,5.023882e-01,0.003
1,9,0.316720,0.688374,31.293553,1.000000,5.023923e-01,0.003
1,10,0.315883,0.688383,31.293119,1.000000,5.023878e-01,0.003
1,11,0.315354,0.688380,31.292460,1.000000,5.023892e-01,0.003
1,12,0.314750,0.688377,31.291701,1.000000,5.023909e-01,0.003
1,13,0.313811,0.688384,31.291069,1.000000,5.023875e-01,0.003
1,14,0.312761,0.688375,31.289629,1.000000,5.023919e-01,0.003
1,15,0.311899,0.688381,31.289058,1.000000,5.023886e-01,0.003
1,16,0.311178,0.688381,31.288313,1.000000,5.023889e-01,0.003
1,17,0.310314,0.688370,31.286984,1.000000,5.023941e-01,0.003
1,18,0.309230,0.688380,31.286308,1.000000,5.023895e-01,0.003
1,19,0.308096,0.688377,31.285058,1.000000,5.023908e-01,0.003
1,20,0.307075,0.688383,31.284324,1.000000,5.023876e-01,0.003
1,21,0.306105,0.688383,31.283340,1.000000,5.023878e-01,0.003
1,22,0.305037,0.688365,31.281466,1.000000,5.023968e-01,0.003
1,23,0.303843,0.688378,31.280859,1.000000,5.023902e-01,0.003
1,24,0.302567,0.688376,31.279486,1.000000,5.023913e-01,0.003
1,25,0.301275,0.688376,31.278209,1.000000,5.023911e-01,0.003
1,26,0.300008,0.688391,31.277595,1.000000,5.023838e-01,0.003
1,27,0.298733,0.688388,31.276178,1.000000,5.023854e-01,0.003
1,28,0.297352,0.688392,31.274991,1.000000,5.023833e-01,0.003
1,29,0.295829,0.688393,31.273514,1.000000,5.023827e-01,0.003
1,30,0.294270,0.688390,31.271805,1.000000,5.023844e-01,0.003
1,31,0.292744,0.688403,31.270874,1.000000,5.023778e-01,0.003
1,32,0.291153,0.688395,31.268927,1.000000,5.023818e-01,0.003
2,1,0.289432,0.688375,31.266288,1.000000,5.023920e-01,0.003
2,2,0.287637,0.688377,31.264616,1.000000,5.023906e-01,0.003
1,1,0.326746,0.687796,31.277577,1.000000,5.026826e-01,0.0033
1,2,0.328525,0.687764,31.277901,1.000000,5.026989e-01,0.0033
1,1,0.326748,0.687797,31.277623,1.000000,5.026821e-01,0.0033
1,2,0.333436,0.687755,31.282401,1.000000,5.027035e-01,0.0033
1,3,0.329403,0.687716,31.276631,1.000000,5.027229e-01,0.0033
1,4,0.330301,0.687669,31.275404,1.000000,5.027466e-01,0.0033
1,5,0.332208,0.687628,31.275464,1.000000,5.027673e-01,0.0033
1,6,0.332770,0.687566,31.273248,1.000000,5.027983e-01,0.0033
1,7,0.332360,0.687542,31.271733,1.000000,5.028106e-01,0.0033
1,1,0.326748,0.687806,27.838997,1.000000,5.026776e-01,0.0033
1,2,0.328526,0.687776,27.839548,1.000000,5.026930e-01,0.0033
1,3,0.327795,0.687750,27.837783,1.000000,5.027060e-01,0.0033
1,4,0.328162,0.687722,27.837040,1.000000,5.027200e-01,0.0033
1,5,0.328796,0.687706,27.837019,1.000000,5.027282e-01,0.0033
1,6,0.329183,0.687678,27.836287,1.000000,5.027423e-01,0.0033
1,1,0.326748,0.687794,24.399524,1.000000,5.026840e-01,0.0033
1,2,0.326843,0.687795,24.399674,1.000000,5.026832e-01,0.0033
1,3,0.326319,0.687797,24.399203,1.000000,5.026824e-01,0.0033
1,4,0.325978,0.687795,24.398789,1.000000,5.026835e-01,0.0033
1,5,0.325706,0.687795,24.398529,1.000000,5.026833e-01,0.0033
1,6,0.325460,0.687794,24.398237,1.000000,5.026840e-01,0.0033
1,7,0.325139,0.687794,24.397926,1.000000,5.026838e-01,0.0033
1,8,0.324761,0.687803,24.397853,1.000000,5.026794e-01,0.0033
1,9,0.324418,0.687792,24.397140,1.000000,5.026847e-01,0.0033
1,10,0.324147,0.687796,24.397007,1.000000,5.026828e-01,0.0033
1,11,0.323860,0.687795,24.396690,1.000000,5.026832e-01,0.0033
1,12,0.323496,0.687797,24.396380,1.000000,5.026824e-01,0.0033
1,13,0.323111,0.687799,24.396073,1.000000,5.026813e-01,0.0033
1,14,0.322760,0.687793,24.395508,1.000000,5.026844e-01,0.0033
1,15,0.322434,0.687802,24.395495,1.000000,5.026799e-01,0.0033
1,16,0.322069,0.687785,24.394553,1.000000,5.026882e-01,0.0033
1,17,0.321667,0.687794,24.394443,1.000000,5.026840e-01,0.0033
1,18,0.321262,0.687792,24.393987,1.000000,5.026847e-01,0.0033
1,19,0.320871,0.687789,24.393480,1.000000,5.026864e-01,0.0033
1,20,0.320482,0.687804,24.393627,1.000000,5.026787e-01,0.0033
1,21,0.320063,0.687793,24.392833,1.000000,5.026840e-01,0.0033
1,22,0.319626,0.687814,24.393106,1.000000,5.026738e-01,0.0033
1,23,0.319165,0.687793,24.391931,1.000000,5.026841e-01,0.0033
1,24,0.318716,0.687801,24.391735,1.000000,5.026805e-01,0.0033
1,25,0.318262,0.687809,24.391595,1.000000,5.026760e-01,0.0033
1,26,0.317791,0.687807,24.391032,1.000000,5.026773e-01,0.0033
1,27,0.317286,0.687802,24.390340,1.000000,5.026800e-01,0.0033
1,28,0.316771,0.687809,24.390102,1.000000,5.026760e-01,0.0033
1,29,0.316253,0.687802,24.389337,1.000000,5.026796e-01,0.0033
1,30,0.315730,0.687801,24.388764,1.000000,5.026803e-01,0.0033
1,31,0.315179,0.687794,24.387974,1.000000,5.026837e-01,0.0033
1,32,0.314609,0.687813,24.388060,1.000000,5.026743e-01,0.0033
2,1,0.314025,0.687789,24.386650,1.000000,5.026861e-01,0.0033
2,2,0.313438,0.687791,24.386134,1.000000,5.026851e-01,0.0033
2,3,0.312826,0.687793,24.385564,1.000000,5.026845e-01,0.0033
2,4,0.312195,0.687794,24.384986,1.000000,5.026838e-01,0.0033
2,5,0.311547,0.687788,24.384127,1.000000,5.026868e-01,0.0033
2,6,0.310885,0.687797,24.383773,1.000000,5.026824e-01,0.0033
2,7,0.310207,0.687800,24.383197,1.000000,5.026809e-01,0.0033
2,8,0.309505,0.687801,24.382533,1.000000,5.026804e-01,0.0033
2,9,0.308787,0.687796,24.381640,1.000000,5.026829e-01,0.0033
2,10,0.308053,0.687803,24.381145,1.000000,5.026794e-01,0.0033
2,11,0.307293,0.687805,24.380478,1.000000,5.026781e-01,0.0033
2,12,0.306514,0.687810,24.379870,1.000000,5.026756e-01,0.0033
2,13,0.305716,0.687817,24.379320,1.000000,5.026721e-01,0.0033
2,14,0.304898,0.687818,24.378534,1.000000,5.026716e-01,0.0033
2,15,0.304055,0.687812,24.377489,1.000000,5.026745e-01,0.0033
2,16,0.303190,0.687827,24.377128,1.000000,5.026673e-01,0.0033
2,17,0.302304,0.687823,24.376103,1.000000,5.026693e-01,0.0033
2,18,0.301396,0.687838,24.375737,1.000000,5.026615e-01,0.0033
2,19,0.300460,0.687839,24.374820,1.000000,5.026612e-01,0.0033
2,20,0.299500,0.687838,24.373834,1.000000,5.026616e-01,0.0033
2,21,0.298516,0.687839,24.372879,1.000000,5.026612e-01,0.0033
2,22,0.297503,0.687837,24.371808,1.000000,5.026620e-01,0.0033
2,23,0.296472,0.687859,24.371522,1.000000,5.026513e-01,0.0033
2,24,0.295406,0.687852,24.370213,1.000000,5.026548e-01,0.0033
2,25,0.294316,0.687865,24.369598,1.000000,5.026480e-01,0.0033
2,26,0.293194,0.687857,24.368195,1.000000,5.026520e-01,0.0033
2,27,0.292043,0.687865,24.367334,1.000000,5.026478e-01,0.0033
2,28,0.290862,0.687860,24.365974,1.000000,5.026504e-01,0.0033
2,29,0.289656,0.687875,24.365291,1.000000,5.026429e-01,0.0033
2,30,0.288417,0.687873,24.363982,1.000000,5.026439e-01,0.0033
2,31,0.287143,0.687886,24.363154,1.000000,5.026375e-01,0.0033
2,32,0.285839,0.687888,24.361925,1.000000,5.026364e-01,0.0033
3,1,0.284493,0.687876,24.360168,1.000000,5.026423e-01,0.0033
3,2,0.283121,0.687882,24.358988,1.000000,5.026396e-01,0.0033
3,3,0.281715,0.687882,24.357591,1.000000,5.026395e-01,0.0033
3,4,0.280270,0.687887,24.356308,1.000000,5.026371e-01,0.0033
3,5,0.278790,0.687892,24.355001,1.000000,5.026346e-01,0.0033
3,6,0.277268,0.687893,24.353539,1.000000,5.026338e-01,0.0033
3,7,0.275714,0.687907,24.352466,1.000000,5.026269e-01,0.0033
3,8,0.274118,0.687914,24.351112,1.000000,5.026234e-01,0.0033
3,9,0.272479,0.687907,24.349217,1.000000,5.026271e-01,0.0033
3,10,0.270803,0.687922,24.348081,1.000000,5.026193e-01,0.0033
3,11,0.269084,0.687930,24.346639,1.000000,5.026153e-01,0.0033
3,12,0.267320,0.687926,24.344742,1.000000,5.026172e-01,0.0033
3,13,0.265514,0.687933,24.343158,1.000000,5.026141e-01,0.0033
3,14,0.263658,0.687937,24.341441,1.000000,5.026121e-01,0.0033
3,15,0.261764,0.687944,24.339815,1.000000,5.026082e-01,0.0033
3,16,0.259812,0.687934,24.337492,1.000000,5.026135e-01,0.0033
3,17,0.257819,0.687949,24.336029,1.000000,5.026059e-01,0.0033
3,18,0.255782,0.687959,24.334348,1.000000,5.026008e-01,0.0033
3,19,0.253688,0.687964,24.332434,1.000000,5.025982e-01,0.0033
3,20,0.251546,0.687970,24.330509,1.000000,5.025951e-01,0.0033
3,21,0.249350,0.687972,24.328369,1.000000,5.025943e-01,0.0033
3,22,0.247101,0.687976,24.326267,1.000000,5.025922e-01,0.0033
3,23,0.244796,0.687984,24.324222,1.000000,5.025885e-01,0.0033
3,24,0.242438,0.687987,24.321965,1.000000,5.025870e-01,0.0033
3,25,0.240021,0.688000,24.320034,1.000000,5.025800e-01,0.0033
3,26,0.237545,0.687994,24.317344,1.000000,5.025831e-01,0.0033
3,27,0.235016,0.688006,24.315237,1.000000,5.025771e-01,0.0033
3,28,0.232426,0.688019,24.313105,1.000000,5.025705e-01,0.0033
3,29,0.229774,0.688023,24.310583,1.000000,5.025686e-01,0.0033
3,30,0.227058,0.688027,24.307997,1.000000,5.025667e-01,0.0033
3,31,0.224276,0.688028,24.305263,1.000000,5.025660e-01,0.0033
3,32,0.221437,0.688043,24.302937,1.000000,5.025587e-01,0.0033
4,1,0.218522,0.688034,24.299729,1.000000,5.025629e-01,0.0033
4,2,0.215547,0.688044,24.297098,1.000000,5.025580e-01,0.0033
4,3,0.212496,0.688034,24.293696,1.000000,5.025630e-01,0.0033
4,4,0.209388,0.688055,24.291329,1.000000,5.025524e-01,0.0033
4,5,0.206201,0.688049,24.287924,1.000000,5.025555e-01,0.0033
4,6,0.202947,0.688063,24.285151,1.000000,5.025486e-01,0.0033
4,7,0.199626,0.688075,24.282263,1.000000,5.025424e-01,0.0033
4,8,0.196215,0.688070,24.278674,1.000000,5.025449e-01,0.0033
4,9,0.192746,0.688084,24.275672,1.000000,5.025382e-01,0.0033
4,10,0.189199,0.688099,24.272662,1.000000,5.025305e-01,0.0033
4,11,0.185565,0.688096,24.268909,1.000000,5.025322e-01,0.0033
4,12,0.181856,0.688096,24.265206,1.000000,5.025321e-01,0.0033
4,13,0.178074,0.688100,24.261587,1.000000,5.025298e-01,0.0033
4,14,0.174216,0.688110,24.258071,1.000000,5.025249e-01,0.0033
4,15,0.170304,0.688116,24.254370,1.000000,5.025218e-01,0.0033
4,16,0.166358,0.688126,24.250765,1.000000,5.025170e-01,0.0033
4,17,0.162280,0.688130,24.246841,1.000000,5.025147e-01,0.0033
4,18,0.157969,0.688137,24.242750,1.000000,5.025116e-01,0.0033
4,19,0.153673,0.688152,24.239008,1.000000,5.025036e-01,0.0033
4,20,0.149403,0.688144,24.234425,1.000000,5.025081e-01,0.0033
4,21,0.144879,0.688170,24.230838,1.000000,5.024947e-01,0.0033
4,22,0.140320,0.688166,24.226124,1.000000,5.024969e-01,0.0033
1,1,0.323164,0.686896,24.364522,1.000000,5.031354e-01,0.0033
1,2,0.323004,0.686905,24.364668,1.000000,5.031310e-01,0.0033
1,3,0.322403,0.686894,24.363707,1.000000,5.031362e-01,0.0033
1,4,0.321939,0.686903,24.363530,1.000000,5.031321e-01,0.0033
1,1,0.322885,0.686870,27.797685,1.000000,5.031485e-01,0.0033
1,2,0.322731,0.686874,27.797700,1.000000,5.031463e-01,0.0033
1,3,0.322240,0.686872,27.797119,1.000000,5.031475e-01,0.0033
1,4,0.321889,0.686867,27.796551,1.000000,5.031502e-01,0.0033
1,5,0.321654,0.686861,27.796079,1.000000,5.031532e-01,0.0033
1,6,0.321292,0.686857,27.795572,1.000000,5.031550e-01,0.0033
1,7,0.320870,0.686866,27.795524,1.000000,5.031503e-01,0.0033
1,8,0.320507,0.686874,27.795467,1.000000,5.031465e-01,0.0033
1,9,0.320192,0.686859,27.794535,1.000000,5.031542e-01,0.0033
1,10,0.319833,0.686864,27.794410,1.000000,5.031513e-01,0.0033
1,11,0.319424,0.686864,27.793965,1.000000,5.031517e-01,0.0033
1,12,0.319017,0.686860,27.793412,1.000000,5.031536e-01,0.0033
1,13,0.318636,0.686871,27.793493,1.000000,5.031477e-01,0.0033
1,14,0.318238,0.686855,27.792430,1.000000,5.031561e-01,0.0033
1,15,0.317808,0.686859,27.792185,1.000000,5.031538e-01,0.0033
1,16,0.317369,0.686875,27.792370,1.000000,5.031459e-01,0.0033
1,17,0.316939,0.686856,27.791184,1.000000,5.031554e-01,0.0033
1,18,0.316508,0.686860,27.790928,1.000000,5.031532e-01,0.0033
1,19,0.316042,0.686860,27.790428,1.000000,5.031537e-01,0.0033
1,20,0.315558,0.686860,27.789975,1.000000,5.031533e-01,0.0033
1,21,0.315079,0.686869,27.789822,1.000000,5.031492e-01,0.0033
1,22,0.314599,0.686870,27.789385,1.000000,5.031486e-01,0.0033
1,23,0.314100,0.686869,27.788841,1.000000,5.031492e-01,0.0033
1,24,0.313573,0.686854,27.787735,1.000000,5.031565e-01,0.0033
1,25,0.313039,0.686865,27.787645,1.000000,5.031509e-01,0.0033
1,26,0.312503,0.686867,27.787178,1.000000,5.031500e-01,0.0033
1,27,0.311947,0.686848,27.785886,1.000000,5.031593e-01,0.0033
1,28,0.311374,0.686848,27.785299,1.000000,5.031595e-01,0.0033
1,29,0.310793,0.686865,27.785388,1.000000,5.031510e-01,0.0033
1,30,0.310197,0.686863,27.784707,1.000000,5.031521e-01,0.0033
1,31,0.309583,0.686858,27.783897,1.000000,5.031546e-01,0.0033
1,32,0.308950,0.686859,27.783307,1.000000,5.031540e-01,0.0033
2,1,0.308304,0.686846,27.782146,1.000000,5.031605e-01,0.0033
2,2,0.307645,0.686841,27.781273,1.000000,5.031632e-01,0.0033
2,3,0.306967,0.686841,27.780617,1.000000,5.031629e-01,0.0033
2,4,0.306270,0.686846,27.780127,1.000000,5.031603e-01,0.0033
2,5,0.305563,0.686847,27.779435,1.000000,5.031601e-01,0.0033
2,6,0.304838,0.686853,27.778938,1.000000,5.031573e-01,0.0033
2,7,0.304091,0.686861,27.778536,1.000000,5.031529e-01,0.0033
2,8,0.303323,0.686854,27.777485,1.000000,5.031565e-01,0.0033
2,9,0.302545,0.686871,27.777375,1.000000,5.031481e-01,0.0033
2,10,0.301741,0.686864,27.776290,1.000000,5.031516e-01,0.0033
2,11,0.300916,0.686853,27.775034,1.000000,5.031570e-01,0.0033
2,12,0.300077,0.686865,27.774657,1.000000,5.031512e-01,0.0033
2,13,0.299217,0.686871,27.774062,1.000000,5.031479e-01,0.0033
2,14,0.298329,0.686861,27.772774,1.000000,5.031529e-01,0.0033
2,15,0.297426,0.686867,27.772114,1.000000,5.031499e-01,0.0033
2,16,0.296503,0.686883,27.771816,1.000000,5.031420e-01,0.0033
2,17,0.295550,0.686874,27.770491,1.000000,5.031467e-01,0.0033
2,18,0.294579,0.686883,27.769889,1.000000,5.031420e-01,0.0033
2,19,0.293583,0.686879,27.768726,1.000000,5.031442e-01,0.0033
2,20,0.292563,0.686885,27.767961,1.000000,5.031409e-01,0.0033
2,21,0.291516,0.686884,27.766885,1.000000,5.031413e-01,0.0033
2,22,0.290447,0.686891,27.766100,1.000000,5.031377e-01,0.0033
2,23,0.289352,0.686893,27.765088,1.000000,5.031367e-01,0.0033
2,24,0.288234,0.686910,27.764614,1.000000,5.031286e-01,0.0033
2,25,0.287085,0.686905,27.763294,1.000000,5.031307e-01,0.0033
2,26,0.285906,0.686905,27.762106,1.000000,5.031308e-01,0.0033
2,27,0.284701,0.686905,27.760911,1.000000,5.031307e-01,0.0033
2,28,0.283472,0.686914,27.760046,1.000000,5.031261e-01,0.0033
2,29,0.282208,0.686918,27.758937,1.000000,5.031242e-01,0.0033
2,30,0.280916,0.686925,27.757899,1.000000,5.031210e-01,0.0033
1,1,0.319645,0.686374,29.833719,1.000000,5.033982e-01,0.0033
1,2,0.319598,0.686372,29.833593,1.000000,5.033991e-01,0.0033
1,3,0.319085,0.686383,29.833561,1.000000,5.033935e-01,0.0033
1,4,0.318931,0.686368,29.832734,1.000000,5.034014e-01,0.0033
1,5,0.318661,0.686373,29.832692,1.000000,5.033987e-01,0.0033
1,6,0.318275,0.686373,29.832316,1.000000,5.033986e-01,0.0033
1,7,0.317975,0.686364,29.831624,1.000000,5.034031e-01,0.0033
1,8,0.317730,0.686351,29.830820,1.000000,5.034097e-01,0.0033
1,9,0.317418,0.686355,29.830689,1.000000,5.034076e-01,0.0033
1,10,0.317052,0.686369,29.830907,1.000000,5.034007e-01,0.0033
1,11,0.316710,0.686355,29.829982,1.000000,5.034076e-01,0.0033
