w_value,epoch,avg_loss,avg_loss_with_reg,avg_acc,avg_srpq,avg_reg,avg_w
0.9,4,0.013296,0.020605,0.973598,0.992718,0.007309,0.900000
0.9,5,0.013374,0.020665,0.974117,0.992735,0.007291,0.900000
0.9,6,0.013375,0.020652,0.973944,0.992749,0.007277,0.900000
0.9,7,0.013241,0.020509,0.974636,0.992759,0.007268,0.900000
0.9,8,0.013014,0.020274,0.974983,0.992765,0.007261,0.900000
0.9,9,0.012775,0.020031,0.975416,0.992770,0.007256,0.900000
0.9,10,0.012585,0.019837,0.975156,0.992774,0.007252,0.900000
0.9,11,0.012441,0.019690,0.974550,0.992778,0.007249,0.900000
0.9,12,0.012366,0.019611,0.974030,0.992782,0.007244,0.900000
0.9,13,0.012338,0.019578,0.974290,0.992787,0.007240,0.900000
0.9,14,0.012316,0.019550,0.974290,0.992793,0.007233,0.900000
0.9,15,0.012292,0.019518,0.974290,0.992800,0.007226,0.900000
0.9,16,0.012244,0.019461,0.974290,0.992808,0.007218,0.900000
0.9,17,0.012186,0.019394,0.974290,0.992818,0.007208,0.900000
0.9,18,0.012117,0.019313,0.974290,0.992829,0.007197,0.900000
0.9,19,0.012049,0.019234,0.974117,0.992841,0.007185,0.900000
0.9,20,0.011985,0.019158,0.974117,0.992853,0.007172,0.900000
0.9,21,0.011930,0.019090,0.974117,0.992866,0.007160,0.900000
0.9,22,0.011875,0.019022,0.974723,0.992879,0.007147,0.900000
0.9,23,0.011822,0.018955,0.975675,0.992892,0.007134,0.900000
0.9,24,0.011771,0.018892,0.975762,0.992904,0.007121,0.900000
0.9,25,0.011709,0.018818,0.975848,0.992917,0.007108,0.900000
0.9,26,0.011641,0.018738,0.976021,0.992929,0.007096,0.900000
0.9,27,0.011569,0.018654,0.976195,0.992940,0.007085,0.900000
0.91,1,0.011765,0.018132,0.974636,0.993654,0.006367,0.910000
0.91,2,0.011707,0.018069,0.974810,0.993658,0.006362,0.910000
0.91,3,0.011662,0.018019,0.975069,0.993663,0.006357,0.910000
0.91,4,0.011626,0.017978,0.975069,0.993667,0.006353,0.910000
0.91,5,0.011596,0.017944,0.975069,0.993671,0.006349,0.910000
0.91,6,0.011572,0.017917,0.975156,0.993675,0.006345,0.910000
0.91,7,0.011553,0.017894,0.975069,0.993679,0.006341,0.910000
0.91,8,0.011535,0.017872,0.975416,0.993684,0.006336,0.910000
0.91,9,0.011519,0.017851,0.975502,0.993688,0.006332,0.910000
0.91,10,0.011503,0.017831,0.975675,0.993692,0.006328,0.910000
0.91,11,0.011486,0.017810,0.975589,0.993696,0.006324,0.910000
0.91,12,0.011470,0.017789,0.975589,0.993700,0.006320,0.910000
0.91,13,0.011453,0.017769,0.975589,0.993704,0.006316,0.910000
0.91,14,0.011437,0.017748,0.975589,0.993708,0.006311,0.910000
0.91,15,0.011421,0.017729,0.975589,0.993713,0.006307,0.910000
0.91,16,0.011405,0.017708,0.975675,0.993716,0.006303,0.910000
0.91,17,0.011390,0.017689,0.975762,0.993720,0.006299,0.910000
0.91,18,0.011375,0.017670,0.975762,0.993724,0.006296,0.910000
0.91,19,0.011360,0.017652,0.975675,0.993728,0.006292,0.910000
0.91,20,0.011346,0.017634,0.975675,0.993732,0.006288,0.910000
0.91,21,0.011332,0.017616,0.975589,0.993736,0.006284,0.910000
0.91,22,0.011319,0.017599,0.975502,0.993739,0.006280,0.910000
0.91,23,0.011306,0.017582,0.975502,0.993743,0.006276,0.910000
0.91,24,0.011293,0.017566,0.975502,0.993747,0.006272,0.910000
0.91,25,0.011280,0.017549,0.975589,0.993751,0.006268,0.910000
0.91,26,0.011268,0.017532,0.975589,0.993755,0.006264,0.910000
0.91,27,0.011255,0.017516,0.975675,0.993759,0.006260,0.910000
0.91,28,0.011243,0.017499,0.975675,0.993763,0.006256,0.910000
0.91,29,0.011230,0.017482,0.975675,0.993767,0.006252,0.910000
0.91,30,0.011217,0.017465,0.975762,0.993771,0.006248,0.910000
0.91,31,0.011204,0.017448,0.975762,0.993776,0.006244,0.910000
0.91,32,0.011191,0.017431,0.975848,0.993780,0.006240,0.910000
0.91,1,0.011767,0.018134,0.974550,0.993653,0.006367,0.910000
0.91,2,0.011711,0.018074,0.974636,0.993658,0.006363,0.910000
0.91,3,0.011665,0.018023,0.974983,0.993662,0.006358,0.910000
0.91,4,0.011629,0.017983,0.974983,0.993666,0.006354,0.910000
0.91,5,0.011600,0.017950,0.975069,0.993670,0.006350,0.910000
0.91,6,0.011577,0.017923,0.974983,0.993674,0.006346,0.910000
0.91,7,0.011556,0.017898,0.975156,0.993678,0.006342,0.910000
0.91,8,0.011539,0.017877,0.975416,0.993682,0.006338,0.910000
0.91,9,0.011523,0.017856,0.975416,0.993686,0.006334,0.910000
0.91,10,0.011506,0.017836,0.975675,0.993690,0.006330,0.910000
0.91,11,0.011490,0.017816,0.975589,0.993694,0.006326,0.910000
0.91,12,0.011473,0.017795,0.975589,0.993698,0.006322,0.910000
0.91,13,0.011457,0.017775,0.975762,0.993702,0.006318,0.910000
0.91,14,0.011440,0.017754,0.975762,0.993706,0.006314,0.910000
0.91,15,0.011423,0.017733,0.975762,0.993710,0.006310,0.910000
0.91,16,0.011407,0.017713,0.975762,0.993714,0.006306,0.910000
0.91,17,0.011391,0.017693,0.975762,0.993718,0.006302,0.910000
0.91,18,0.011376,0.017674,0.975675,0.993722,0.006298,0.910000
0.91,19,0.011361,0.017655,0.975675,0.993726,0.006294,0.910000
0.91,20,0.011347,0.017637,0.975675,0.993730,0.006290,0.910000
0.91,21,0.011334,0.017620,0.975502,0.993733,0.006286,0.910000
0.91,22,0.011321,0.017603,0.975502,0.993737,0.006282,0.910000
0.91,23,0.011308,0.017586,0.975589,0.993741,0.006278,0.910000
0.91,24,0.011296,0.017570,0.975502,0.993745,0.006274,0.910000
0.91,25,0.011284,0.017554,0.975502,0.993749,0.006270,0.910000
0.91,26,0.011271,0.017537,0.975589,0.993754,0.006266,0.910000
0.91,27,0.011259,0.017521,0.975589,0.993758,0.006262,0.910000
0.91,28,0.011246,0.017504,0.975675,0.993762,0.006258,0.910000
0.91,29,0.011233,0.017487,0.975675,0.993766,0.006254,0.910000
0.91,30,0.011220,0.017470,0.975762,0.993770,0.006250,0.910000
0.91,31,0.011207,0.017453,0.975848,0.993774,0.006245,0.910000
0.91,32,0.011194,0.017436,0.975848,0.993778,0.006241,0.910000
0.91,33,0.011181,0.017418,0.975848,0.993782,0.006237,0.910000
0.91,34,0.011168,0.017401,0.975848,0.993787,0.006233,0.910000
0.91,35,0.011155,0.017384,0.975762,0.993791,0.006229,0.910000
0.91,36,0.011143,0.017367,0.975848,0.993795,0.006224,0.910000
0.91,37,0.011130,0.017350,0.975935,0.993799,0.006220,0.910000
0.91,38,0.011117,0.017333,0.976021,0.993803,0.006216,0.910000
0.91,39,0.011106,0.017317,0.975935,0.993808,0.006212,0.910000
0.91,40,0.011093,0.017301,0.975935,0.993812,0.006207,0.910000
0.91,41,0.011081,0.017285,0.975935,0.993816,0.006203,0.910000
0.91,42,0.011069,0.017268,0.975935,0.993820,0.006199,0.910000
0.91,43,0.011058,0.017253,0.975935,0.993824,0.006195,0.910000
0.91,44,0.011046,0.017237,0.976108,0.993829,0.006191,0.910000
0.91,45,0.011035,0.017221,0.976108,0.993833,0.006186,0.910000
0.91,46,0.011024,0.017206,0.976108,0.993837,0.006182,0.910000
0.91,47,0.011012,0.017190,0.976195,0.993841,0.006178,0.910000
0.91,48,0.011000,0.017174,0.976281,0.993845,0.006174,0.910000
0.91,49,0.010989,0.017158,0.976281,0.993849,0.006170,0.910000
0.91,50,0.010977,0.017143,0.976454,0.993853,0.006166,0.910000
0.91,51,0.010966,0.017127,0.976454,0.993858,0.006161,0.910000
0.91,52,0.010954,0.017112,0.976454,0.993862,0.006157,0.910000
0.91,53,0.010943,0.017096,0.976454,0.993866,0.006153,0.910000
0.91,54,0.010932,0.017081,0.976454,0.993870,0.006149,0.910000
0.91,55,0.010920,0.017065,0.976368,0.993874,0.006145,0.910000
0.91,56,0.010909,0.017050,0.976368,0.993878,0.006141,0.910000
0.91,57,0.010898,0.017035,0.976368,0.993882,0.006137,0.910000
0.91,58,0.010887,0.017020,0.976368,0.993886,0.006133,0.910000
0.91,59,0.010876,0.017005,0.976541,0.993890,0.006129,0.910000
0.91,60,0.010865,0.016990,0.976541,0.993894,0.006125,0.910000
0.91,61,0.010855,0.016975,0.976541,0.993898,0.006121,0.910000
0.91,62,0.010844,0.016961,0.976627,0.993902,0.006117,0.910000
0.91,63,0.010833,0.016946,0.976714,0.993906,0.006113,0.910000
0.91,64,0.010823,0.016932,0.976887,0.993910,0.006109,0.910000
0.91,65,0.010813,0.016918,0.976974,0.993914,0.006105,0.910000
0.91,66,0.010803,0.016903,0.977060,0.993918,0.006100,0.910000
0.91,67,0.010793,0.016889,0.977060,0.993922,0.006096,0.910000
0.91,68,0.010783,0.016875,0.977147,0.993926,0.006092,0.910000
0.91,69,0.010773,0.016861,0.977147,0.993930,0.006088,0.910000
0.91,70,0.010763,0.016847,0.977147,0.993934,0.006084,0.910000
0.91,71,0.010753,0.016833,0.977147,0.993939,0.006080,0.910000
0.91,72,0.010744,0.016819,0.977233,0.993943,0.006076,0.910000
0.91,73,0.010734,0.016805,0.977233,0.993947,0.006072,0.910000
0.91,74,0.010724,0.016792,0.977233,0.993951,0.006067,0.910000
0.91,75,0.010714,0.016778,0.977233,0.993955,0.006063,0.910000
0.91,76,0.010705,0.016764,0.977233,0.993959,0.006059,0.910000
0.91,77,0.010696,0.016751,0.977233,0.993963,0.006055,0.910000
0.91,78,0.010686,0.016737,0.977233,0.993967,0.006051,0.910000
0.91,79,0.010677,0.016723,0.977233,0.993972,0.006047,0.910000
0.91,80,0.010667,0.016710,0.977233,0.993976,0.006042,0.910000
0.91,81,0.010658,0.016696,0.977233,0.993980,0.006038,0.910000
0.91,82,0.010649,0.016683,0.977320,0.993984,0.006034,0.910000
0.91,83,0.010640,0.016670,0.977320,0.993988,0.006030,0.910000
0.91,84,0.010631,0.016656,0.977320,0.993992,0.006026,0.910000
0.91,85,0.010622,0.016643,0.977407,0.993997,0.006022,0.910000
0.91,86,0.010613,0.016630,0.977407,0.994001,0.006017,0.910000
0.91,87,0.010604,0.016617,0.977407,0.994005,0.006013,0.910000
0.91,88,0.010595,0.016604,0.977407,0.994009,0.006009,0.910000
0.91,89,0.010586,0.016591,0.977407,0.994013,0.006005,0.910000
0.91,90,0.010578,0.016578,0.977407,0.994017,0.006001,0.910000
0.91,91,0.010569,0.016565,0.977407,0.994021,0.005997,0.910000
0.91,92,0.010560,0.016553,0.977493,0.994026,0.005992,0.910000
0.91,93,0.010552,0.016540,0.977493,0.994030,0.005988,0.910000
0.91,94,0.010543,0.016527,0.977493,0.994034,0.005984,0.910000
0.91,95,0.010534,0.016515,0.977493,0.994038,0.005980,0.910000
0.91,96,0.010526,0.016502,0.977580,0.994042,0.005976,0.910000
0.91,97,0.010517,0.016489,0.977666,0.994046,0.005972,0.910000
0.91,98,0.010509,0.016476,0.977753,0.994050,0.005968,0.910000
0.91,99,0.010500,0.016464,0.977753,0.994054,0.005964,0.910000
0.91,100,0.010492,0.016452,0.977753,0.994058,0.005960,0.910000
0.92,1,0.010814,0.016107,0.976887,0.994721,0.005293,0.920000
0.92,2,0.010781,0.016068,0.977060,0.994727,0.005287,0.920000
0.92,3,0.010773,0.016055,0.977493,0.994732,0.005282,0.920000
0.92,4,0.010767,0.016045,0.977839,0.994736,0.005278,0.920000
0.92,5,0.010761,0.016035,0.978012,0.994740,0.005274,0.920000
0.92,6,0.010751,0.016022,0.978012,0.994744,0.005270,0.920000
0.92,7,0.010739,0.016006,0.977926,0.994747,0.005267,0.920000
0.92,8,0.010725,0.015989,0.977926,0.994749,0.005264,0.920000
0.92,9,0.010714,0.015975,0.977839,0.994752,0.005262,0.920000
0.92,10,0.010703,0.015962,0.977666,0.994755,0.005259,0.920000
0.92,11,0.010695,0.015951,0.977580,0.994757,0.005256,0.920000
0.92,12,0.010685,0.015939,0.977580,0.994760,0.005254,0.920000
0.92,13,0.010678,0.015928,0.977580,0.994763,0.005251,0.920000
0.92,14,0.010670,0.015917,0.977666,0.994766,0.005248,0.920000
0.92,15,0.010661,0.015905,0.977666,0.994769,0.005244,0.920000
0.92,16,0.010652,0.015893,0.977580,0.994773,0.005241,0.920000
0.92,17,0.010643,0.015881,0.977580,0.994776,0.005237,0.920000
0.92,18,0.010635,0.015869,0.977666,0.994780,0.005234,0.920000
0.92,19,0.010626,0.015856,0.977839,0.994783,0.005230,0.920000
0.92,20,0.010617,0.015844,0.977839,0.994787,0.005227,0.920000
0.92,21,0.010609,0.015832,0.977926,0.994791,0.005223,0.920000
0.92,22,0.010601,0.015820,0.977839,0.994794,0.005219,0.920000
0.92,23,0.010594,0.015809,0.977839,0.994798,0.005215,0.920000
0.92,24,0.010586,0.015797,0.977839,0.994802,0.005212,0.920000
0.92,25,0.010578,0.015786,0.977839,0.994805,0.005208,0.920000
0.92,26,0.010570,0.015774,0.977839,0.994809,0.005205,0.920000
0.92,27,0.010562,0.015763,0.977839,0.994812,0.005201,0.920000
0.92,28,0.010553,0.015751,0.977839,0.994816,0.005198,0.920000
0.92,29,0.010545,0.015739,0.978012,0.994819,0.005194,0.920000
0.92,30,0.010537,0.015727,0.978099,0.994823,0.005191,0.920000
0.92,31,0.010528,0.015716,0.978099,0.994826,0.005187,0.920000
0.92,32,0.010520,0.015704,0.978186,0.994829,0.005184,0.920000
0.92,33,0.010512,0.015693,0.978186,0.994832,0.005181,0.920000
0.92,34,0.010503,0.015681,0.978099,0.994836,0.005178,0.920000
0.92,35,0.010496,0.015670,0.978272,0.994839,0.005174,0.920000
0.92,36,0.010488,0.015659,0.978186,0.994842,0.005171,0.920000
0.92,37,0.010480,0.015648,0.978186,0.994846,0.005168,0.920000
0.92,38,0.010472,0.015637,0.978186,0.994849,0.005165,0.920000
0.92,39,0.010464,0.015626,0.978186,0.994852,0.005161,0.920000
0.92,40,0.010457,0.015615,0.978186,0.994855,0.005158,0.920000
0.92,41,0.010449,0.015604,0.978186,0.994859,0.005155,0.920000
0.92,42,0.010442,0.015593,0.978186,0.994862,0.005151,0.920000
0.92,43,0.010434,0.015582,0.978186,0.994865,0.005148,0.920000
0.92,44,0.010427,0.015571,0.978186,0.994869,0.005144,0.920000
0.92,45,0.010419,0.015560,0.978186,0.994872,0.005141,0.920000
0.92,46,0.010412,0.015550,0.978186,0.994876,0.005138,0.920000
0.92,47,0.010404,0.015538,0.978186,0.994879,0.005134,0.920000
0.92,48,0.010397,0.015528,0.978186,0.994882,0.005131,0.920000
0.92,49,0.010390,0.015517,0.978186,0.994886,0.005127,0.920000
0.92,50,0.010382,0.015506,0.978186,0.994889,0.005124,0.920000
0.92,51,0.010375,0.015495,0.978186,0.994893,0.005121,0.920000
0.92,52,0.010368,0.015485,0.978186,0.994896,0.005117,0.920000
0.92,53,0.010361,0.015474,0.978186,0.994899,0.005114,0.920000
0.92,54,0.010354,0.015464,0.978186,0.994903,0.005110,0.920000
0.92,55,0.010347,0.015454,0.978186,0.994906,0.005107,0.920000
0.92,56,0.010340,0.015443,0.978186,0.994909,0.005104,0.920000
0.92,57,0.010333,0.015433,0.978186,0.994913,0.005100,0.920000
0.92,58,0.010326,0.015423,0.978186,0.994916,0.005097,0.920000
0.92,59,0.010319,0.015412,0.978186,0.994919,0.005094,0.920000
0.92,60,0.010312,0.015402,0.978186,0.994923,0.005090,0.920000
0.92,61,0.010305,0.015392,0.978272,0.994926,0.005087,0.920000
0.92,62,0.010298,0.015381,0.978272,0.994929,0.005084,0.920000
0.92,63,0.010290,0.015371,0.978359,0.994932,0.005080,0.920000
0.92,64,0.010284,0.015361,0.978359,0.994936,0.005077,0.920000
0.92,65,0.010277,0.015351,0.978359,0.994939,0.005074,0.920000
0.92,66,0.010270,0.015340,0.978359,0.994942,0.005071,0.920000
0.92,67,0.010263,0.015330,0.978359,0.994945,0.005067,0.920000
0.92,68,0.010256,0.015320,0.978359,0.994949,0.005064,0.920000
0.92,69,0.010250,0.015310,0.978445,0.994952,0.005061,0.920000
0.92,70,0.010243,0.015300,0.978445,0.994955,0.005057,0.920000
0.92,71,0.010236,0.015290,0.978532,0.994959,0.005054,0.920000
0.92,72,0.010230,0.015281,0.978618,0.994962,0.005051,0.920000
0.92,73,0.010223,0.015271,0.978618,0.994965,0.005048,0.920000
0.92,74,0.010217,0.015261,0.978618,0.994968,0.005044,0.920000
0.92,75,0.010210,0.015251,0.978618,0.994972,0.005041,0.920000
0.92,76,0.010204,0.015242,0.978618,0.994975,0.005038,0.920000
0.92,77,0.010198,0.015232,0.978705,0.994978,0.005034,0.920000
0.92,78,0.010191,0.015222,0.978618,0.994981,0.005031,0.920000
0.92,79,0.010185,0.015213,0.978618,0.994985,0.005028,0.920000
0.92,80,0.010179,0.015203,0.978705,0.994988,0.005024,0.920000
0.92,81,0.010172,0.015193,0.978705,0.994991,0.005021,0.920000
0.92,82,0.010166,0.015184,0.978792,0.994995,0.005018,0.920000
0.92,83,0.010160,0.015175,0.978792,0.994998,0.005015,0.920000
0.92,84,0.010154,0.015165,0.978792,0.995001,0.005011,0.920000
0.92,85,0.010148,0.015156,0.978878,0.995005,0.005008,0.920000
0.92,86,0.010142,0.015146,0.978878,0.995008,0.005005,0.920000
0.92,87,0.010136,0.015137,0.978878,0.995011,0.005001,0.920000
0.92,88,0.010130,0.015128,0.978878,0.995014,0.004998,0.920000
0.92,89,0.010123,0.015118,0.978965,0.995018,0.004995,0.920000
0.92,90,0.010117,0.015109,0.978965,0.995021,0.004992,0.920000
0.92,91,0.010112,0.015100,0.978965,0.995024,0.004988,0.920000
0.92,92,0.010106,0.015091,0.978965,0.995027,0.004985,0.920000
0.92,93,0.010099,0.015081,0.978965,0.995030,0.004982,0.920000
0.92,94,0.010094,0.015072,0.978965,0.995034,0.004979,0.920000
0.92,95,0.010088,0.015063,0.978878,0.995037,0.004976,0.920000
0.92,96,0.010082,0.015054,0.978965,0.995040,0.004972,0.920000
0.92,97,0.010076,0.015045,0.979051,0.995043,0.004969,0.920000
0.92,98,0.010070,0.015036,0.979051,0.995046,0.004966,0.920000
0.92,99,0.010065,0.015027,0.979051,0.995050,0.004963,0.920000
0.92,100,0.010059,0.015018,0.979051,0.995053,0.004960,0.920000
0.93,1,0.010380,0.014716,0.978272,0.995674,0.004336,0.930000
0.93,2,0.010351,0.014683,0.978618,0.995678,0.004332,0.930000
0.93,3,0.010342,0.014670,0.979051,0.995682,0.004328,0.930000
0.93,4,0.010342,0.014667,0.978965,0.995685,0.004325,0.930000
0.93,5,0.010336,0.014657,0.978965,0.995687,0.004322,0.930000
0.93,6,0.010327,0.014647,0.978965,0.995690,0.004320,0.930000
0.93,7,0.010318,0.014636,0.978965,0.995692,0.004318,0.930000
0.93,8,0.010310,0.014626,0.979051,0.995693,0.004316,0.930000
0.93,9,0.010301,0.014616,0.978965,0.995695,0.004314,0.930000
0.93,10,0.010294,0.014606,0.978878,0.995697,0.004312,0.930000
0.93,11,0.010287,0.014598,0.978792,0.995699,0.004310,0.930000
0.93,12,0.010281,0.014589,0.978792,0.995701,0.004308,0.930000
0.93,13,0.010274,0.014581,0.978792,0.995703,0.004306,0.930000
0.93,14,0.010268,0.014572,0.978705,0.995705,0.004304,0.930000
0.93,15,0.010261,0.014563,0.978618,0.995707,0.004302,0.930000
0.93,16,0.010255,0.014554,0.978705,0.995710,0.004299,0.930000
0.93,17,0.010248,0.014545,0.978792,0.995712,0.004297,0.930000
0.93,18,0.010242,0.014537,0.978878,0.995715,0.004294,0.930000
0.93,19,0.010236,0.014528,0.978878,0.995717,0.004292,0.930000
0.93,20,0.010231,0.014520,0.978878,0.995720,0.004289,0.930000
0.93,21,0.010225,0.014512,0.978878,0.995722,0.004287,0.930000
0.93,22,0.010219,0.014504,0.978878,0.995725,0.004284,0.930000
0.93,23,0.010214,0.014496,0.978878,0.995727,0.004282,0.930000
0.93,24,0.010208,0.014487,0.978878,0.995730,0.004280,0.930000
0.93,25,0.010202,0.014479,0.978878,0.995732,0.004277,0.930000
0.93,26,0.010195,0.014470,0.978878,0.995734,0.004275,0.930000
0.93,27,0.010189,0.014461,0.978878,0.995737,0.004273,0.930000
0.93,28,0.010183,0.014453,0.978878,0.995739,0.004270,0.930000
0.93,29,0.010176,0.014444,0.978965,0.995741,0.004268,0.930000
0.93,30,0.010170,0.014436,0.978965,0.995743,0.004266,0.930000
0.93,31,0.010165,0.014428,0.979138,0.995746,0.004263,0.930000
0.93,32,0.010159,0.014420,0.979138,0.995748,0.004261,0.930000
0.93,33,0.010153,0.014412,0.979138,0.995750,0.004259,0.930000
0.93,34,0.010147,0.014404,0.979051,0.995752,0.004257,0.930000
0.93,35,0.010142,0.014397,0.979051,0.995755,0.004254,0.930000
0.93,36,0.010136,0.014389,0.978965,0.995757,0.004252,0.930000
0.93,37,0.010131,0.014381,0.978965,0.995759,0.004250,0.930000
0.93,38,0.010125,0.014373,0.979051,0.995761,0.004248,0.930000
0.93,39,0.010119,0.014364,0.979051,0.995764,0.004245,0.930000
0.93,40,0.010114,0.014357,0.979138,0.995766,0.004243,0.930000
0.93,41,0.010108,0.014349,0.979224,0.995768,0.004241,0.930000
0.93,42,0.010102,0.014341,0.979224,0.995771,0.004238,0.930000
0.93,43,0.010097,0.014333,0.979224,0.995773,0.004236,0.930000
0.93,44,0.010091,0.014325,0.979224,0.995775,0.004234,0.930000
0.93,45,0.010086,0.014317,0.979311,0.995778,0.004231,0.930000
0.93,46,0.010081,0.014310,0.979398,0.995780,0.004229,0.930000
0.93,47,0.010075,0.014302,0.979398,0.995782,0.004227,0.930000
0.93,48,0.010070,0.014294,0.979484,0.995785,0.004224,0.930000
0.93,49,0.010064,0.014286,0.979484,0.995787,0.004222,0.930000
0.93,50,0.010059,0.014279,0.979571,0.995789,0.004220,0.930000
0.93,51,0.010054,0.014271,0.979571,0.995791,0.004217,0.930000
0.93,52,0.010048,0.014264,0.979484,0.995794,0.004215,0.930000
0.93,53,0.010043,0.014256,0.979484,0.995796,0.004213,0.930000
0.93,54,0.010038,0.014248,0.979484,0.995798,0.004211,0.930000
0.93,55,0.010032,0.014241,0.979484,0.995800,0.004208,0.930000
0.93,56,0.010027,0.014233,0.979657,0.995803,0.004206,0.930000
0.93,57,0.010022,0.014226,0.979657,0.995805,0.004204,0.930000
0.93,58,0.010017,0.014218,0.979657,0.995807,0.004202,0.930000
0.93,59,0.010011,0.014211,0.979657,0.995809,0.004199,0.930000
0.93,60,0.010006,0.014203,0.979657,0.995812,0.004197,0.930000
0.93,61,0.010001,0.014196,0.979657,0.995814,0.004195,0.930000
0.93,62,0.009996,0.014189,0.979657,0.995816,0.004193,0.930000
0.93,63,0.009991,0.014181,0.979657,0.995818,0.004191,0.930000
0.93,64,0.009986,0.014174,0.979657,0.995820,0.004188,0.930000
0.93,65,0.009981,0.014167,0.979744,0.995823,0.004186,0.930000
0.93,66,0.009975,0.014159,0.979744,0.995825,0.004184,0.930000
0.93,67,0.009971,0.014152,0.979744,0.995827,0.004181,0.930000
0.93,68,0.009966,0.014145,0.979744,0.995830,0.004179,0.930000
0.93,69,0.009960,0.014137,0.979744,0.995832,0.004177,0.930000
0.93,70,0.009956,0.014130,0.979744,0.995834,0.004175,0.930000
0.93,71,0.009951,0.014123,0.979744,0.995836,0.004172,0.930000
0.93,72,0.009946,0.014116,0.979744,0.995839,0.004170,0.930000
0.93,73,0.009941,0.014109,0.979744,0.995841,0.004168,0.930000
0.93,74,0.009936,0.014102,0.979830,0.995843,0.004165,0.930000
0.93,75,0.009932,0.014095,0.979830,0.995845,0.004163,0.930000
0.93,76,0.009927,0.014088,0.979830,0.995848,0.004161,0.930000
0.93,77,0.009922,0.014081,0.979830,0.995850,0.004159,0.930000
0.93,78,0.009917,0.014074,0.979917,0.995852,0.004156,0.930000
0.93,79,0.009913,0.014067,0.979917,0.995854,0.004154,0.930000
0.93,80,0.009908,0.014060,0.979917,0.995857,0.004152,0.930000
0.93,81,0.009903,0.014053,0.980003,0.995859,0.004150,0.930000
0.93,82,0.009898,0.014046,0.980003,0.995861,0.004147,0.930000
0.93,83,0.009894,0.014039,0.980090,0.995863,0.004145,0.930000
0.93,84,0.009889,0.014032,0.980003,0.995866,0.004143,0.930000
0.93,85,0.009885,0.014025,0.980177,0.995868,0.004141,0.930000
0.93,86,0.009880,0.014018,0.980177,0.995870,0.004139,0.930000
0.93,87,0.009875,0.014011,0.980177,0.995872,0.004136,0.930000
0.93,88,0.009871,0.014005,0.980177,0.995874,0.004134,0.930000
0.93,89,0.009866,0.013998,0.980177,0.995877,0.004132,0.930000
0.93,90,0.009862,0.013991,0.980263,0.995879,0.004130,0.930000
0.93,91,0.009857,0.013985,0.980263,0.995881,0.004127,0.930000
0.93,92,0.009853,0.013978,0.980263,0.995883,0.004125,0.930000
0.93,93,0.009848,0.013971,0.980263,0.995885,0.004123,0.930000
0.93,94,0.009844,0.013965,0.980263,0.995888,0.004121,0.930000
0.93,95,0.009839,0.013958,0.980263,0.995890,0.004119,0.930000
0.93,96,0.009835,0.013951,0.980263,0.995892,0.004116,0.930000
0.93,97,0.009830,0.013945,0.980263,0.995894,0.004114,0.930000
0.93,98,0.009826,0.013938,0.980263,0.995896,0.004112,0.930000
0.93,99,0.009822,0.013931,0.980263,0.995899,0.004110,0.930000
0.93,100,0.009817,0.013925,0.980263,0.995901,0.004108,0.930000
0.94,1,0.010149,0.013667,0.979484,0.996488,0.003518,0.940000
0.94,2,0.010120,0.013635,0.979484,0.996491,0.003515,0.940000
0.94,3,0.010110,0.013622,0.979398,0.996494,0.003512,0.940000
0.94,4,0.010110,0.013620,0.979484,0.996496,0.003510,0.940000
0.94,5,0.010106,0.013614,0.979484,0.996498,0.003508,0.940000
0.94,6,0.010099,0.013606,0.979484,0.996499,0.003507,0.940000
0.94,7,0.010090,0.013596,0.979484,0.996500,0.003506,0.940000
0.94,8,0.010084,0.013589,0.979571,0.996501,0.003505,0.940000
0.94,9,0.010076,0.013580,0.979657,0.996502,0.003504,0.940000
0.94,10,0.010070,0.013573,0.979657,0.996503,0.003503,0.940000
0.94,11,0.010065,0.013567,0.979657,0.996504,0.003502,0.940000
0.94,12,0.010060,0.013561,0.979571,0.996506,0.003500,0.940000
0.94,13,0.010055,0.013554,0.979398,0.996507,0.003499,0.940000
0.94,14,0.010049,0.013547,0.979484,0.996508,0.003498,0.940000
0.94,15,0.010045,0.013541,0.979484,0.996510,0.003496,0.940000
0.94,1,0.010045,0.013541,0.979311,0.996511,0.003495,0.940000
0.94,2,0.010035,0.013528,0.979571,0.996513,0.003493,0.940000
0.94,3,0.010029,0.013520,0.979830,0.996515,0.003491,0.940000
0.94,4,0.010025,0.013514,0.979917,0.996517,0.003489,0.940000
0.94,5,0.010020,0.013508,0.979830,0.996519,0.003487,0.940000
0.94,6,0.010014,0.013500,0.979830,0.996520,0.003486,0.940000
0.94,7,0.010009,0.013494,0.979830,0.996521,0.003485,0.940000
0.94,8,0.010004,0.013487,0.979830,0.996523,0.003483,0.940000
0.94,9,0.009998,0.013480,0.979744,0.996524,0.003482,0.940000
0.94,10,0.009994,0.013474,0.979830,0.996526,0.003480,0.940000
0.94,11,0.009989,0.013468,0.979830,0.996527,0.003479,0.940000
0.94,12,0.009984,0.013462,0.979830,0.996529,0.003477,0.940000
0.94,13,0.009979,0.013455,0.979830,0.996530,0.003476,0.940000
0.94,14,0.009975,0.013449,0.979744,0.996532,0.003474,0.940000
0.94,15,0.009970,0.013442,0.979830,0.996534,0.003472,0.940000
0.94,16,0.009966,0.013436,0.979830,0.996535,0.003471,0.940000
