w_value,epoch,avg_loss,avg_loss_with_reg,avg_acc,avg_srpq,avg_reg,avg_w
0.94,17,0.009961,0.013429,0.979917,0.996537,0.003469,0.940000
0.94,18,0.009956,0.013423,0.980090,0.996539,0.003467,0.940000
0.94,19,0.009952,0.013417,0.980090,0.996541,0.003465,0.940000
0.94,20,0.009947,0.013411,0.980263,0.996542,0.003464,0.940000
0.94,21,0.009943,0.013405,0.980263,0.996544,0.003462,0.940000
0.94,22,0.009939,0.013399,0.980350,0.996546,0.003460,0.940000
0.94,23,0.009934,0.013393,0.980350,0.996547,0.003459,0.940000
0.94,24,0.009929,0.013387,0.980350,0.996549,0.003457,0.940000
0.94,25,0.009925,0.013381,0.980350,0.996550,0.003456,0.940000
0.94,26,0.009920,0.013375,0.980350,0.996552,0.003454,0.940000
0.94,27,0.009916,0.013369,0.980263,0.996553,0.003453,0.940000
0.94,28,0.009911,0.013362,0.980263,0.996555,0.003451,0.940000
0.94,29,0.009907,0.013357,0.980263,0.996556,0.003449,0.940000
0.94,30,0.009903,0.013351,0.980263,0.996558,0.003448,0.940000
0.94,31,0.009898,0.013345,0.980350,0.996560,0.003446,0.940000
0.94,32,0.009894,0.013339,0.980350,0.996561,0.003445,0.940000
0.94,33,0.009890,0.013333,0.980350,0.996563,0.003443,0.940000
0.94,34,0.009885,0.013327,0.980436,0.996564,0.003442,0.940000
0.94,35,0.009881,0.013322,0.980263,0.996566,0.003440,0.940000
0.94,36,0.009877,0.013316,0.980263,0.996567,0.003439,0.940000
0.94,37,0.009873,0.013310,0.980263,0.996569,0.003437,0.940000
0.94,38,0.009868,0.013304,0.980350,0.996570,0.003436,0.940000
0.94,39,0.009864,0.013298,0.980436,0.996572,0.003434,0.940000
0.94,40,0.009860,0.013293,0.980436,0.996573,0.003432,0.940000
0.94,41,0.009856,0.013287,0.980436,0.996575,0.003431,0.940000
0.94,42,0.009852,0.013281,0.980350,0.996577,0.003429,0.940000
0.94,43,0.009848,0.013275,0.980350,0.996578,0.003428,0.940000
0.94,44,0.009844,0.013270,0.980350,0.996580,0.003426,0.940000
0.94,45,0.009840,0.013264,0.980350,0.996581,0.003424,0.940000
0.94,46,0.009836,0.013259,0.980350,0.996583,0.003423,0.940000
0.94,47,0.009832,0.013253,0.980350,0.996585,0.003421,0.940000
0.94,48,0.009828,0.013247,0.980436,0.996586,0.003420,0.940000
0.94,49,0.009824,0.013242,0.980436,0.996588,0.003418,0.940000
0.94,50,0.009820,0.013236,0.980436,0.996589,0.003417,0.940000
0.94,51,0.009816,0.013231,0.980436,0.996591,0.003415,0.940000
0.94,52,0.009812,0.013225,0.980523,0.996592,0.003413,0.940000
0.94,53,0.009807,0.013219,0.980523,0.996594,0.003412,0.940000
0.94,54,0.009804,0.013214,0.980436,0.996595,0.003410,0.940000
0.94,55,0.009800,0.013209,0.980436,0.996597,0.003409,0.940000
0.94,56,0.009796,0.013203,0.980436,0.996598,0.003407,0.940000
0.94,57,0.009792,0.013197,0.980436,0.996600,0.003406,0.940000
0.94,58,0.009788,0.013192,0.980436,0.996601,0.003404,0.940000
0.94,59,0.009784,0.013187,0.980523,0.996603,0.003403,0.940000
0.94,60,0.009780,0.013181,0.980523,0.996604,0.003401,0.940000
0.94,61,0.009776,0.013176,0.980523,0.996606,0.003400,0.940000
0.94,62,0.009772,0.013171,0.980523,0.996608,0.003398,0.940000
0.94,63,0.009768,0.013165,0.980609,0.996609,0.003397,0.940000
0.94,64,0.009765,0.013160,0.980609,0.996611,0.003395,0.940000
0.94,65,0.009761,0.013155,0.980609,0.996612,0.003394,0.940000
0.94,66,0.009757,0.013149,0.980609,0.996614,0.003392,0.940000
0.94,67,0.009753,0.013144,0.980609,0.996615,0.003391,0.940000
0.94,68,0.009750,0.013139,0.980609,0.996617,0.003389,0.940000
0.94,69,0.009746,0.013133,0.980609,0.996618,0.003387,0.940000
0.94,70,0.009742,0.013128,0.980609,0.996620,0.003386,0.940000
0.94,71,0.009738,0.013123,0.980609,0.996621,0.003384,0.940000
0.94,72,0.009735,0.013117,0.980609,0.996623,0.003383,0.940000
0.94,73,0.009731,0.013112,0.980609,0.996624,0.003381,0.940000
0.94,74,0.009727,0.013107,0.980523,0.996626,0.003380,0.940000
0.94,75,0.009724,0.013102,0.980609,0.996627,0.003378,0.940000
0.94,76,0.009720,0.013097,0.980609,0.996629,0.003377,0.940000
0.94,77,0.009716,0.013092,0.980609,0.996630,0.003375,0.940000
0.94,78,0.009713,0.013087,0.980609,0.996632,0.003374,0.940000
0.94,79,0.009709,0.013081,0.980609,0.996633,0.003372,0.940000
0.94,80,0.009705,0.013076,0.980609,0.996635,0.003371,0.940000
0.94,81,0.009702,0.013071,0.980609,0.996636,0.003369,0.940000
0.94,82,0.009698,0.013066,0.980609,0.996638,0.003368,0.940000
0.94,83,0.009695,0.013061,0.980609,0.996639,0.003366,0.940000
0.94,84,0.009691,0.013056,0.980609,0.996641,0.003365,0.940000
0.94,85,0.009688,0.013051,0.980609,0.996642,0.003363,0.940000
0.94,86,0.009684,0.013046,0.980609,0.996644,0.003362,0.940000
0.94,87,0.009680,0.013041,0.980696,0.996645,0.003360,0.940000
0.94,88,0.009677,0.013036,0.980696,0.996647,0.003359,0.940000
0.94,89,0.009673,0.013031,0.980696,0.996648,0.003357,0.940000
0.94,90,0.009670,0.013026,0.980696,0.996650,0.003356,0.940000
0.94,91,0.009667,0.013021,0.980696,0.996651,0.003354,0.940000
0.94,92,0.009663,0.013016,0.980696,0.996653,0.003353,0.940000
0.94,93,0.009660,0.013011,0.980696,0.996654,0.003351,0.940000
0.94,94,0.009656,0.013006,0.980696,0.996656,0.003350,0.940000
0.94,95,0.009653,0.013001,0.980696,0.996657,0.003348,0.940000
0.94,96,0.009649,0.012996,0.980696,0.996659,0.003347,0.940000
0.94,97,0.009646,0.012991,0.980696,0.996660,0.003345,0.940000
0.94,98,0.009643,0.012987,0.980696,0.996662,0.003344,0.940000
0.94,99,0.009639,0.012982,0.980783,0.996663,0.003342,0.940000
0.94,100,0.009636,0.012977,0.980783,0.996665,0.003341,0.940000
0.95,1,0.009973,0.012755,0.979917,0.997222,0.002782,0.950000
0.95,2,0.009948,0.012728,0.979744,0.997224,0.002780,0.950000
0.95,3,0.009941,0.012719,0.980003,0.997226,0.002778,0.950000
0.95,4,0.009941,0.012718,0.980003,0.997227,0.002777,0.950000
0.95,5,0.009938,0.012714,0.980523,0.997228,0.002776,0.950000
0.95,6,0.009932,0.012707,0.980436,0.997229,0.002775,0.950000
0.95,7,0.009925,0.012700,0.980090,0.997229,0.002775,0.950000
0.95,8,0.009919,0.012692,0.980177,0.997230,0.002774,0.950000
0.95,9,0.009914,0.012687,0.980177,0.997230,0.002773,0.950000
0.95,10,0.009909,0.012681,0.979917,0.997231,0.002773,0.950000
0.95,11,0.009905,0.012678,0.979830,0.997232,0.002772,0.950000
0.95,12,0.009902,0.012674,0.979917,0.997232,0.002772,0.950000
0.95,13,0.009898,0.012669,0.980003,0.997233,0.002771,0.950000
0.95,14,0.009894,0.012664,0.979917,0.997234,0.002770,0.950000
0.95,15,0.009890,0.012659,0.979917,0.997234,0.002769,0.950000
0.95,16,0.009886,0.012654,0.980090,0.997235,0.002768,0.950000
0.95,17,0.009882,0.012649,0.980177,0.997236,0.002768,0.950000
0.95,18,0.009878,0.012644,0.980436,0.997237,0.002767,0.950000
0.95,19,0.009874,0.012639,0.980263,0.997238,0.002766,0.950000
0.95,20,0.009870,0.012635,0.980177,0.997239,0.002765,0.950000
0.95,21,0.009867,0.012631,0.980263,0.997240,0.002764,0.950000
0.95,22,0.009863,0.012626,0.980350,0.997241,0.002763,0.950000
0.95,23,0.009860,0.012622,0.980350,0.997242,0.002762,0.950000
0.95,24,0.009856,0.012617,0.980350,0.997243,0.002761,0.950000
0.95,25,0.009852,0.012613,0.980350,0.997244,0.002760,0.950000
0.95,26,0.009848,0.012608,0.980350,0.997245,0.002759,0.950000
0.95,27,0.009844,0.012603,0.980350,0.997245,0.002758,0.950000
0.95,28,0.009841,0.012598,0.980350,0.997246,0.002758,0.950000
0.95,29,0.009837,0.012593,0.980350,0.997247,0.002757,0.950000
0.95,30,0.009833,0.012589,0.980436,0.997248,0.002756,0.950000
0.95,31,0.009829,0.012585,0.980436,0.997249,0.002755,0.950000
0.95,32,0.009825,0.012580,0.980436,0.997249,0.002754,0.950000
0.95,33,0.009822,0.012576,0.980350,0.997250,0.002754,0.950000
0.95,34,0.009819,0.012572,0.980350,0.997251,0.002753,0.950000
0.95,35,0.009815,0.012567,0.980350,0.997252,0.002752,0.950000
0.95,36,0.009812,0.012563,0.980350,0.997252,0.002751,0.950000
0.95,37,0.009808,0.012559,0.980436,0.997253,0.002750,0.950000
0.95,38,0.009805,0.012555,0.980436,0.997254,0.002750,0.950000
0.95,39,0.009801,0.012550,0.980350,0.997255,0.002749,0.950000
0.95,40,0.009798,0.012546,0.980350,0.997256,0.002748,0.950000
0.95,41,0.009794,0.012541,0.980350,0.997257,0.002747,0.950000
0.95,42,0.009791,0.012537,0.980350,0.997258,0.002746,0.950000
0.95,43,0.009787,0.012533,0.980436,0.997259,0.002745,0.950000
0.95,44,0.009784,0.012528,0.980350,0.997259,0.002744,0.950000
0.95,45,0.009780,0.012524,0.980350,0.997260,0.002743,0.950000
0.95,46,0.009777,0.012520,0.980350,0.997261,0.002743,0.950000
0.95,47,0.009774,0.012516,0.980350,0.997262,0.002742,0.950000
0.95,48,0.009770,0.012511,0.980350,0.997263,0.002741,0.950000
0.95,49,0.009767,0.012507,0.980350,0.997264,0.002740,0.950000
0.95,50,0.009764,0.012503,0.980350,0.997265,0.002739,0.950000
0.95,51,0.009760,0.012499,0.980350,0.997265,0.002738,0.950000
0.95,52,0.009757,0.012494,0.980350,0.997266,0.002738,0.950000
0.95,53,0.009753,0.012490,0.980350,0.997267,0.002737,0.950000
0.95,54,0.009750,0.012486,0.980350,0.997268,0.002736,0.950000
0.95,55,0.009746,0.012482,0.980350,0.997269,0.002735,0.950000
0.95,56,0.009743,0.012477,0.980350,0.997270,0.002734,0.950000
0.95,57,0.009740,0.012473,0.980350,0.997270,0.002733,0.950000
0.95,58,0.009737,0.012469,0.980350,0.997271,0.002733,0.950000
0.95,59,0.009733,0.012465,0.980350,0.997272,0.002732,0.950000
0.95,60,0.009730,0.012461,0.980263,0.997273,0.002731,0.950000
0.95,61,0.009727,0.012457,0.980263,0.997274,0.002730,0.950000
0.95,62,0.009723,0.012453,0.980350,0.997274,0.002729,0.950000
0.95,63,0.009720,0.012449,0.980350,0.997275,0.002728,0.950000
0.95,64,0.009717,0.012444,0.980350,0.997276,0.002728,0.950000
0.95,65,0.009714,0.012440,0.980436,0.997277,0.002727,0.950000
0.95,66,0.009710,0.012436,0.980436,0.997278,0.002726,0.950000
0.95,67,0.009707,0.012432,0.980436,0.997279,0.002725,0.950000
0.95,68,0.009704,0.012428,0.980523,0.997280,0.002724,0.950000
0.95,69,0.009701,0.012424,0.980436,0.997281,0.002723,0.950000
0.95,70,0.009698,0.012420,0.980523,0.997281,0.002722,0.950000
0.95,71,0.009694,0.012416,0.980523,0.997282,0.002721,0.950000
0.95,72,0.009691,0.012412,0.980523,0.997283,0.002720,0.950000
0.95,73,0.009688,0.012408,0.980523,0.997284,0.002719,0.950000
0.95,74,0.009685,0.012404,0.980523,0.997285,0.002719,0.950000
0.95,75,0.009682,0.012400,0.980523,0.997286,0.002718,0.950000
0.95,76,0.009679,0.012396,0.980609,0.997287,0.002717,0.950000
0.95,77,0.009676,0.012392,0.980609,0.997288,0.002716,0.950000
0.95,78,0.009673,0.012388,0.980609,0.997289,0.002715,0.950000
0.95,79,0.009670,0.012384,0.980609,0.997290,0.002714,0.950000
0.95,80,0.009667,0.012380,0.980609,0.997291,0.002713,0.950000
0.95,81,0.009664,0.012376,0.980696,0.997291,0.002712,0.950000
0.95,82,0.009661,0.012372,0.980696,0.997292,0.002711,0.950000
0.95,83,0.009658,0.012368,0.980696,0.997293,0.002710,0.950000
0.95,84,0.009655,0.012364,0.980696,0.997294,0.002710,0.950000
0.95,85,0.009652,0.012360,0.980696,0.997295,0.002709,0.950000
0.95,86,0.009649,0.012356,0.980696,0.997296,0.002708,0.950000
0.95,87,0.009646,0.012352,0.980696,0.997297,0.002707,0.950000
0.95,88,0.009643,0.012349,0.980696,0.997298,0.002706,0.950000
0.95,89,0.009640,0.012345,0.980696,0.997299,0.002705,0.950000
0.95,90,0.009637,0.012341,0.980696,0.997300,0.002704,0.950000
0.95,91,0.009634,0.012337,0.980783,0.997300,0.002703,0.950000
0.95,92,0.009631,0.012333,0.980783,0.997301,0.002702,0.950000
0.95,93,0.009628,0.012330,0.980783,0.997302,0.002701,0.950000
0.95,94,0.009625,0.012326,0.980783,0.997303,0.002700,0.950000
0.95,95,0.009622,0.012322,0.980869,0.997304,0.002700,0.950000
0.95,96,0.009620,0.012318,0.980869,0.997305,0.002699,0.950000
0.95,97,0.009617,0.012314,0.980956,0.997306,0.002698,0.950000
0.95,98,0.009614,0.012311,0.980956,0.997307,0.002697,0.950000
0.95,99,0.009611,0.012307,0.981042,0.997308,0.002696,0.950000
0.95,100,0.009608,0.012303,0.981042,0.997309,0.002695,0.950000
0.96,1,0.009965,0.012120,0.979571,0.997848,0.002155,0.960000
0.96,2,0.009943,0.012096,0.980003,0.997849,0.002153,0.960000
0.96,3,0.009939,0.012091,0.980177,0.997850,0.002152,0.960000
0.96,4,0.009940,0.012091,0.980436,0.997851,0.002151,0.960000
0.96,5,0.009935,0.012086,0.980523,0.997852,0.002150,0.960000
0.96,6,0.009929,0.012079,0.980436,0.997852,0.002150,0.960000
0.96,7,0.009923,0.012073,0.980436,0.997853,0.002150,0.960000
0.96,8,0.009918,0.012067,0.980263,0.997853,0.002150,0.960000
0.96,9,0.009911,0.012061,0.980350,0.997853,0.002149,0.960000
0.96,10,0.009908,0.012057,0.980350,0.997853,0.002149,0.960000
0.96,11,0.009905,0.012053,0.980263,0.997854,0.002149,0.960000
0.96,12,0.009901,0.012050,0.980090,0.997854,0.002148,0.960000
0.96,13,0.009898,0.012046,0.980177,0.997854,0.002148,0.960000
0.96,14,0.009895,0.012043,0.980090,0.997855,0.002148,0.960000
0.96,15,0.009891,0.012038,0.980090,0.997855,0.002147,0.960000
0.96,16,0.009887,0.012034,0.980263,0.997856,0.002147,0.960000
0.96,17,0.009884,0.012030,0.980263,0.997856,0.002146,0.960000
0.96,18,0.009880,0.012025,0.980523,0.997857,0.002146,0.960000
0.96,19,0.009876,0.012021,0.980609,0.997857,0.002145,0.960000
0.96,20,0.009873,0.012018,0.980783,0.997858,0.002145,0.960000
0.96,21,0.009870,0.012014,0.980783,0.997858,0.002144,0.960000
0.96,22,0.009867,0.012011,0.980783,0.997859,0.002143,0.960000
0.96,23,0.009865,0.012008,0.980783,0.997859,0.002143,0.960000
0.96,24,0.009861,0.012004,0.980696,0.997860,0.002142,0.960000
0.96,25,0.009858,0.012000,0.980696,0.997860,0.002142,0.960000
0.96,26,0.009855,0.011997,0.980696,0.997861,0.002141,0.960000
0.96,27,0.009852,0.011993,0.980609,0.997861,0.002141,0.960000
0.96,28,0.009848,0.011988,0.980436,0.997862,0.002141,0.960000
0.96,29,0.009844,0.011984,0.980436,0.997862,0.002140,0.960000
0.96,30,0.009841,0.011980,0.980436,0.997863,0.002140,0.960000
0.96,31,0.009837,0.011976,0.980436,0.997863,0.002139,0.960000
0.96,32,0.009834,0.011973,0.980436,0.997864,0.002139,0.960000
0.96,33,0.009831,0.011969,0.980436,0.997864,0.002138,0.960000
0.96,34,0.009828,0.011966,0.980436,0.997864,0.002138,0.960000
0.96,35,0.009825,0.011963,0.980436,0.997865,0.002137,0.960000
0.96,36,0.009822,0.011959,0.980436,0.997865,0.002137,0.960000
0.96,37,0.009820,0.011956,0.980436,0.997866,0.002137,0.960000
0.96,38,0.009817,0.011953,0.980436,0.997866,0.002136,0.960000
0.96,39,0.009813,0.011949,0.980436,0.997867,0.002136,0.960000
0.96,40,0.009810,0.011945,0.980436,0.997867,0.002135,0.960000
0.96,41,0.009807,0.011942,0.980436,0.997868,0.002135,0.960000
0.96,42,0.009804,0.011938,0.980436,0.997868,0.002134,0.960000
0.96,43,0.009801,0.011934,0.980436,0.997869,0.002134,0.960000
0.96,44,0.009798,0.011931,0.980436,0.997869,0.002133,0.960000
0.96,45,0.009795,0.011927,0.980436,0.997870,0.002133,0.960000
0.96,46,0.009792,0.011924,0.980436,0.997870,0.002132,0.960000
0.96,47,0.009789,0.011921,0.980436,0.997871,0.002132,0.960000
0.96,48,0.009786,0.011917,0.980523,0.997871,0.002131,0.960000
0.96,49,0.009783,0.011914,0.980523,0.997872,0.002131,0.960000
0.96,50,0.009780,0.011911,0.980523,0.997872,0.002130,0.960000
0.96,51,0.009777,0.011907,0.980609,0.997873,0.002130,0.960000
0.96,52,0.009775,0.011904,0.980609,0.997873,0.002129,0.960000
0.96,53,0.009772,0.011900,0.980696,0.997874,0.002129,0.960000
0.96,54,0.009769,0.011897,0.980783,0.997874,0.002128,0.960000
0.96,55,0.009766,0.011893,0.980783,0.997875,0.002128,0.960000
0.96,56,0.009763,0.011890,0.980783,0.997875,0.002127,0.960000
0.96,57,0.009760,0.011887,0.980696,0.997876,0.002127,0.960000
0.96,58,0.009757,0.011883,0.980696,0.997876,0.002126,0.960000
0.96,59,0.009754,0.011880,0.980696,0.997876,0.002126,0.960000
0.96,60,0.009751,0.011877,0.980609,0.997877,0.002125,0.960000
0.96,61,0.009749,0.011873,0.980609,0.997877,0.002125,0.960000
0.96,62,0.009746,0.011870,0.980609,0.997878,0.002124,0.960000
0.96,63,0.009743,0.011867,0.980609,0.997878,0.002124,0.960000
0.96,64,0.009740,0.011863,0.980609,0.997879,0.002123,0.960000
0.96,65,0.009737,0.011860,0.980609,0.997879,0.002123,0.960000
0.96,66,0.009734,0.011857,0.980609,0.997880,0.002122,0.960000
0.96,67,0.009732,0.011853,0.980609,0.997881,0.002122,0.960000
0.96,68,0.009729,0.011850,0.980696,0.997881,0.002121,0.960000
0.96,69,0.009726,0.011847,0.980696,0.997882,0.002121,0.960000
0.96,70,0.009723,0.011843,0.980696,0.997882,0.002120,0.960000
0.96,71,0.009721,0.011840,0.980696,0.997883,0.002120,0.960000
0.96,72,0.009718,0.011837,0.980696,0.997883,0.002119,0.960000
0.96,73,0.009715,0.011834,0.980696,0.997884,0.002118,0.960000
0.96,74,0.009713,0.011831,0.980783,0.997884,0.002118,0.960000
0.96,75,0.009710,0.011828,0.980783,0.997885,0.002117,0.960000
0.96,76,0.009707,0.011824,0.980869,0.997885,0.002117,0.960000
0.96,77,0.009705,0.011821,0.980869,0.997886,0.002116,0.960000
0.96,78,0.009702,0.011818,0.980869,0.997887,0.002116,0.960000
0.96,79,0.009699,0.011815,0.980869,0.997887,0.002115,0.960000
0.96,80,0.009697,0.011811,0.980956,0.997888,0.002115,0.960000
0.96,81,0.009694,0.011808,0.980956,0.997888,0.002114,0.960000
0.96,82,0.009691,0.011805,0.980956,0.997889,0.002114,0.960000
0.96,83,0.009689,0.011802,0.981042,0.997889,0.002113,0.960000
0.96,84,0.009686,0.011799,0.981042,0.997890,0.002112,0.960000
0.96,85,0.009684,0.011795,0.981042,0.997890,0.002112,0.960000
0.96,86,0.009681,0.011792,0.981042,0.997891,0.002111,0.960000
0.96,87,0.009678,0.011789,0.981042,0.997891,0.002111,0.960000
0.96,88,0.009676,0.011786,0.981042,0.997892,0.002110,0.960000
0.96,89,0.009673,0.011783,0.981042,0.997892,0.002110,0.960000
0.96,90,0.009671,0.011780,0.981042,0.997893,0.002109,0.960000
0.96,91,0.009668,0.011777,0.981042,0.997894,0.002109,0.960000
0.96,92,0.009666,0.011774,0.981129,0.997894,0.002108,0.960000
0.96,93,0.009663,0.011770,0.981129,0.997895,0.002108,0.960000
0.96,94,0.009660,0.011767,0.981129,0.997895,0.002107,0.960000
0.96,95,0.009658,0.011764,0.981129,0.997896,0.002106,0.960000
0.96,96,0.009655,0.011761,0.981129,0.997896,0.002106,0.960000
0.96,97,0.009653,0.011758,0.981129,0.997897,0.002105,0.960000
0.96,98,0.009651,0.011755,0.981042,0.997897,0.002105,0.960000
0.96,99,0.009648,0.011752,0.981042,0.997898,0.002104,0.960000
0.96,100,0.009646,0.011749,0.980956,0.997899,0.002104,0.960000
0.97,1,0.010029,0.011606,0.979917,0.998424,0.001577,0.970000
0.97,2,0.010012,0.011588,0.979657,0.998425,0.001576,0.970000
0.97,3,0.010007,0.011582,0.980090,0.998426,0.001575,0.970000
0.97,4,0.010005,0.011579,0.980177,0.998427,0.001575,0.970000
0.97,5,0.010000,0.011575,0.980350,0.998427,0.001574,0.970000
0.97,6,0.009994,0.011568,0.980350,0.998427,0.001574,0.970000
0.97,7,0.009990,0.011564,0.980003,0.998427,0.001574,0.970000
0.97,8,0.009984,0.011558,0.980263,0.998427,0.001574,0.970000
0.97,9,0.009980,0.011554,0.980090,0.998427,0.001574,0.970000
0.97,10,0.009977,0.011550,0.980090,0.998427,0.001574,0.970000
0.97,11,0.009974,0.011548,0.980177,0.998428,0.001574,0.970000
0.97,12,0.009971,0.011545,0.980090,0.998428,0.001574,0.970000
0.97,13,0.009968,0.011541,0.980090,0.998428,0.001573,0.970000
0.97,14,0.009965,0.011538,0.980090,0.998428,0.001573,0.970000
0.97,15,0.009961,0.011534,0.980263,0.998428,0.001573,0.970000
0.97,16,0.009958,0.011531,0.980263,0.998429,0.001573,0.970000
0.97,17,0.009955,0.011528,0.980436,0.998429,0.001572,0.970000
0.97,18,0.009952,0.011524,0.980350,0.998429,0.001572,0.970000
0.97,19,0.009949,0.011521,0.980350,0.998429,0.001572,0.970000
0.97,20,0.009947,0.011518,0.980263,0.998430,0.001572,0.970000
0.97,21,0.009944,0.011515,0.980436,0.998430,0.001571,0.970000
0.97,22,0.009942,0.011513,0.980436,0.998430,0.001571,0.970000
0.97,23,0.009939,0.011510,0.980350,0.998430,0.001571,0.970000
0.97,24,0.009936,0.011507,0.980350,0.998431,0.001571,0.970000
0.97,25,0.009933,0.011503,0.980350,0.998431,0.001570,0.970000
0.97,26,0.009930,0.011500,0.980350,0.998431,0.001570,0.970000
0.97,27,0.009927,0.011497,0.980263,0.998431,0.001570,0.970000
0.97,28,0.009923,0.011493,0.980177,0.998432,0.001570,0.970000
0.97,29,0.009921,0.011490,0.980177,0.998432,0.001569,0.970000
0.97,30,0.009918,0.011487,0.980263,0.998432,0.001569,0.970000
0.97,31,0.009915,0.011484,0.980263,0.998432,0.001569,0.970000
0.97,32,0.009913,0.011482,0.980177,0.998432,0.001569,0.970000
0.97,33,0.009910,0.011479,0.980350,0.998433,0.001569,0.970000
0.97,34,0.009908,0.011476,0.980263,0.998433,0.001568,0.970000
0.97,35,0.009906,0.011474,0.980350,0.998433,0.001568,0.970000
0.97,36,0.009903,0.011471,0.980350,0.998433,0.001568,0.970000
0.97,37,0.009900,0.011468,0.980436,0.998434,0.001568,0.970000
0.97,38,0.009898,0.011465,0.980436,0.998434,0.001567,0.970000
0.97,39,0.009895,0.011462,0.980436,0.998434,0.001567,0.970000
0.97,40,0.009892,0.011459,0.980436,0.998434,0.001567,0.970000
0.97,41,0.009889,0.011456,0.980436,0.998435,0.001567,0.970000
0.97,42,0.009887,0.011453,0.980436,0.998435,0.001566,0.970000
0.97,43,0.009884,0.011450,0.980436,0.998435,0.001566,0.970000
0.97,44,0.009881,0.011447,0.980436,0.998435,0.001566,0.970000
0.97,45,0.009879,0.011445,0.980436,0.998436,0.001566,0.970000
0.97,46,0.009877,0.011442,0.980523,0.998436,0.001565,0.970000
0.97,47,0.009874,0.011439,0.980609,0.998436,0.001565,0.970000
0.97,48,0.009871,0.011436,0.980609,0.998436,0.001565,0.970000
0.97,49,0.009869,0.011434,0.980609,0.998437,0.001565,0.970000
0.97,50,0.009867,0.011431,0.980609,0.998437,0.001564,0.970000
0.97,51,0.009864,0.011428,0.980696,0.998437,0.001564,0.970000
0.97,52,0.009861,0.011425,0.980696,0.998437,0.001564,0.970000
0.97,53,0.009859,0.011423,0.980609,0.998437,0.001564,0.970000
0.97,54,0.009856,0.011420,0.980696,0.998438,0.001564,0.970000
0.97,55,0.009854,0.011417,0.980696,0.998438,0.001563,0.970000
0.97,56,0.009851,0.011414,0.980696,0.998438,0.001563,0.970000
0.97,57,0.009849,0.011412,0.980783,0.998438,0.001563,0.970000
0.97,58,0.009846,0.011409,0.980869,0.998439,0.001563,0.970000
0.97,59,0.009844,0.011406,0.980869,0.998439,0.001562,0.970000
0.97,60,0.009842,0.011404,0.980869,0.998439,0.001562,0.970000
0.97,61,0.009839,0.011401,0.980869,0.998439,0.001562,0.970000
0.97,62,0.009837,0.011398,0.980869,0.998440,0.001562,0.970000
0.97,63,0.009834,0.011395,0.980869,0.998440,0.001561,0.970000
0.97,64,0.009832,0.011393,0.980869,0.998440,0.001561,0.970000
0.97,65,0.009829,0.011390,0.980869,0.998440,0.001561,0.970000
0.97,66,0.009827,0.011387,0.980869,0.998441,0.001560,0.970000
0.97,67,0.009824,0.011385,0.980869,0.998441,0.001560,0.970000
0.97,68,0.009822,0.011382,0.980869,0.998441,0.001560,0.970000
0.97,69,0.009820,0.011379,0.980869,0.998442,0.001560,0.970000
0.97,70,0.009817,0.011377,0.980869,0.998442,0.001559,0.970000
0.97,71,0.009815,0.011374,0.980956,0.998442,0.001559,0.970000
0.97,72,0.009813,0.011371,0.980956,0.998442,0.001559,0.970000
0.97,73,0.009810,0.011369,0.980956,0.998443,0.001558,0.970000
0.97,74,0.009808,0.011366,0.981042,0.998443,0.001558,0.970000
0.97,75,0.009806,0.011364,0.981129,0.998443,0.001558,0.970000
0.97,76,0.009803,0.011361,0.981129,0.998444,0.001558,0.970000
0.97,77,0.009801,0.011358,0.981129,0.998444,0.001557,0.970000
0.97,78,0.009799,0.011356,0.981129,0.998444,0.001557,0.970000
0.97,79,0.009797,0.011353,0.981129,0.998445,0.001557,0.970000
0.97,80,0.009794,0.011351,0.981129,0.998445,0.001556,0.970000
0.97,81,0.009792,0.011348,0.981129,0.998445,0.001556,0.970000
0.97,82,0.009790,0.011345,0.981129,0.998445,0.001556,0.970000
0.97,83,0.009787,0.011343,0.981129,0.998446,0.001555,0.970000
0.97,84,0.009785,0.011340,0.981129,0.998446,0.001555,0.970000
0.97,85,0.009783,0.011338,0.981129,0.998446,0.001555,0.970000
0.97,86,0.009780,0.011335,0.981129,0.998447,0.001555,0.970000
0.97,87,0.009778,0.011332,0.981129,0.998447,0.001554,0.970000
0.97,88,0.009776,0.011330,0.981042,0.998447,0.001554,0.970000
0.97,89,0.009774,0.011327,0.981042,0.998447,0.001554,0.970000
0.97,90,0.009771,0.011325,0.981042,0.998448,0.001553,0.970000
0.97,91,0.009769,0.011322,0.980956,0.998448,0.001553,0.970000
0.97,92,0.009767,0.011320,0.980956,0.998448,0.001553,0.970000
0.97,93,0.009765,0.011317,0.980956,0.998449,0.001553,0.970000
0.97,94,0.009763,0.011315,0.980956,0.998449,0.001552,0.970000
0.97,95,0.009760,0.011312,0.980956,0.998449,0.001552,0.970000
0.97,96,0.009758,0.011310,0.980956,0.998450,0.001552,0.970000
0.97,97,0.009756,0.011307,0.980956,0.998450,0.001551,0.970000
0.97,98,0.009754,0.011305,0.980956,0.998450,0.001551,0.970000
0.97,99,0.009752,0.011302,0.981042,0.998450,0.001551,0.970000
0.97,100,0.009749,0.011300,0.981042,0.998451,0.001550,0.970000
0.98,1,0.010172,0.011205,0.979484,0.998967,0.001033,0.980000
0.98,2,0.010151,0.011184,0.979657,0.998968,0.001033,0.980000
0.98,3,0.010141,0.011173,0.979917,0.998968,0.001032,0.980000
